#Coverage (X)	Coverage
1.0	96.52037172958609
2.0	96.50883929227689
3.0	96.32912375216233
4.0	96.3155829729878
5.0	96.12460415478311
6.0	96.10748148753947
7.0	95.89801350144052
8.0	95.87890319688687
9.0	95.67115368887886
10.0	95.65510765851148
11.0	95.44278244377936
12.0	95.4260945721973
13.0	95.20557035356134
14.0	95.18888248197928
15.0	94.95653596225974
16.0	94.93158697310788
17.0	94.66654796054954
18.0	94.64867992931465
19.0	94.29312060092902
20.0	94.2557281740342
21.0	0.4110061275131329
22.0	0.4086251036521702
23.0	0.39831423510642594
24.0	0.3979208485554864
25.0	0.3887487305519386
26.0	0.3881690030031848
27.0	0.38241313662624066
28.0	0.3812743860840442
29.0	0.3715225405317426
30.0	0.3699489943279701
31.0	0.3561597604896889
32.0	0.35375803207341505
33.0	0.3475673700349091
34.0	0.3451035279526877
35.0	0.33551731884288927
36.0	0.3314592260015985
37.0	0.31967833402865153
38.0	0.31354978565607894
39.0	0.2994292789327915
40.0	0.2837145214504204
41.0	0.0653435765669883
42.0	0.06441187157791717
43.0	0.06420482602479183
44.0	0.06414271235885849
45.0	0.06387355313979981
46.0	0.06381143947386647
47.0	0.06348016658886024
48.0	0.06345946203354913
49.0	0.06287973448479534
50.0	0.062527757044478
51.0	0.06234141604666377
