#Coverage	Number of genomic locations
0.0	291649.0
1.0	1098.0
2.0	10132.0
3.0	7579.0
4.0	10158.0
5.0	8031.0
6.0	9586.0
7.0	7707.0
8.0	10341.0
9.0	8175.0
10.0	10183.0
11.0	8093.0
12.0	10011.0
13.0	8067.0
14.0	10785.0
15.0	8912.0
16.0	13254.0
17.0	10302.0
18.0	20497.0
19.0	16986.0
20.0	4340179.0
21.0	6640.0
22.0	697.0
23.0	98.0
24.0	88.0
25.0	107.0
26.0	118.0
27.0	68.0
28.0	28.0
29.0	40.0
30.0	49.0
31.0	47.0
32.0	75.0
33.0	50.0
34.0	25.0
