#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	3.357732858773756E-5
18.0	1.1192442862579186E-5
19.0	1.2311687148837104E-4
20.0	1.4550175721352943E-4
21.0	2.6861862870190047E-4
22.0	1.566942000761086E-4
23.0	3.6935061446511313E-4
24.0	6.155843574418552E-4
25.0	0.0010632820719450229
26.0	0.0011304367291204978
27.0	0.0020929868153023077
28.0	0.0023616054440042085
29.0	0.003033152015758959
30.0	0.003962124773353032
31.0	0.004622478902245204
32.0	0.005260448145412217
33.0	0.006603541288921721
34.0	0.007588476260828688
35.0	0.008103328632507331
36.0	0.010207507890672218
37.0	0.011774449891433305
38.0	0.013822666935285296
39.0	0.015758959550511493
40.0	0.018780919123407874
41.0	0.022250576410807424
42.0	0.026917825084502946
43.0	0.030465829471940545
44.0	0.038927316276050415
45.0	0.04778053858035055
46.0	0.055660018355606286
47.0	0.06290152888769504
48.0	0.07104962729165268
49.0	0.07701519933740737
50.0	0.07949992165289997
51.0	0.08273453764018535
52.0	0.06311418530208403
53.0	0.05877151747140331
54.0	0.04772457636603765
55.0	0.036778367246435205
56.0	0.02714167394175453
57.0	0.017851946365813803
58.0	0.012210955163073894
59.0	0.007823517560942852
60.0	0.004891097530947105
61.0	0.0040964340877039825
62.0	0.002630224072706109
63.0	0.0017348286436997737
64.0	0.0010520896290824434
65.0	6.155843574418553E-4
66.0	2.462337429767421E-4
67.0	1.4550175721352946E-4
68.0	4.4769771450316745E-5
69.0	3.357732858773756E-5
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
