#Mapping quality	mapping quality
30.0	223.0
31.0	77.0
32.0	638.0
33.0	285.0
34.0	120.0
35.0	85.0
36.0	1304.0
37.0	45.0
38.0	198.0
39.0	121.0
40.0	318.0
41.0	352.0
42.0	297.0
43.0	305.0
44.0	789.0
45.0	438.0
46.0	877.0
47.0	711.0
48.0	630.0
49.0	1298.0
50.0	788.0
51.0	845.0
52.0	1272.0
53.0	1114.0
54.0	1321.0
55.0	1483.0
56.0	2097.0
57.0	3508.0
58.0	2768.0
59.0	2961.0
60.0	4510938.0
