#Read position (bp)	Clipping profile
0.0	3.937976864385922
1.0	3.937976864385922
2.0	3.2242185577159734
3.0	2.781196160472557
4.0	2.3135614078267293
5.0	1.968988432192961
6.0	1.6244154565591928
7.0	1.3536795471326606
8.0	0.9106571498892444
9.0	0.49224710804824023
10.0	0.19689884321929607
11.0	0.19689884321929607
12.0	0.19689884321929607
13.0	0.19689884321929607
14.0	0.19689884321929607
15.0	0.19689884321929607
16.0	0.19689884321929607
17.0	0.19689884321929607
18.0	0.19689884321929607
19.0	0.19689884321929607
20.0	0.17228648781688408
21.0	0.17228648781688408
22.0	0.17228648781688408
23.0	0.17228648781688408
24.0	0.17228648781688408
25.0	0.17228648781688408
26.0	0.17228648781688408
27.0	0.17228648781688408
28.0	0.17228648781688408
29.0	0.17228648781688408
30.0	0.17228648781688408
31.0	0.17228648781688408
32.0	0.17228648781688408
33.0	0.17228648781688408
34.0	0.14767413241447205
35.0	0.14767413241447205
36.0	0.14767413241447205
37.0	0.14767413241447205
38.0	0.14767413241447205
39.0	0.14767413241447205
40.0	0.14767413241447205
41.0	0.14767413241447205
42.0	0.14767413241447205
43.0	0.14767413241447205
44.0	0.14767413241447205
45.0	0.12306177701206006
46.0	0.12306177701206006
47.0	0.12306177701206006
48.0	0.12306177701206006
49.0	0.12306177701206006
50.0	0.12306177701206006
51.0	0.12306177701206006
52.0	0.12306177701206006
53.0	0.12306177701206006
54.0	0.12306177701206006
55.0	0.12306177701206006
56.0	0.12306177701206006
57.0	0.12306177701206006
58.0	0.12306177701206006
59.0	0.09844942160964804
60.0	0.09844942160964804
61.0	0.09844942160964804
62.0	0.09844942160964804
63.0	0.09844942160964804
64.0	0.09844942160964804
65.0	0.09844942160964804
66.0	0.09844942160964804
67.0	0.09844942160964804
68.0	0.09844942160964804
69.0	0.09844942160964804
70.0	0.07383706620723603
71.0	0.07383706620723603
72.0	0.07383706620723603
73.0	0.07383706620723603
74.0	0.07383706620723603
75.0	0.07383706620723603
76.0	0.07383706620723603
77.0	0.07383706620723603
78.0	0.07383706620723603
79.0	0.07383706620723603
80.0	0.07383706620723603
81.0	0.07383706620723603
82.0	0.07383706620723603
83.0	0.07383706620723603
84.0	0.04922471080482402
85.0	0.04922471080482402
86.0	0.04922471080482402
87.0	0.04922471080482402
88.0	0.04922471080482402
89.0	0.04922471080482402
90.0	0.04922471080482402
91.0	0.04922471080482402
92.0	0.04922471080482402
93.0	0.04922471080482402
94.0	0.04922471080482402
95.0	0.02461235540241201
96.0	0.02461235540241201
97.0	0.02461235540241201
98.0	0.02461235540241201
99.0	0.02461235540241201
100.0	0.02461235540241201
101.0	0.02461235540241201
102.0	0.02461235540241201
103.0	0.02461235540241201
104.0	0.02461235540241201
105.0	0.02461235540241201
106.0	0.02461235540241201
107.0	0.02461235540241201
108.0	0.02461235540241201
109.0	0.0
110.0	0.0
111.0	0.0
112.0	0.0
113.0	0.0
114.0	0.0
115.0	0.0
116.0	0.0
117.0	0.0
118.0	0.0
119.0	0.0
120.0	0.02461235540241201
121.0	0.02461235540241201
122.0	0.02461235540241201
123.0	0.02461235540241201
124.0	0.02461235540241201
125.0	0.02461235540241201
126.0	0.02461235540241201
127.0	0.02461235540241201
128.0	0.02461235540241201
129.0	0.02461235540241201
130.0	0.02461235540241201
131.0	0.02461235540241201
132.0	0.02461235540241201
133.0	0.02461235540241201
134.0	0.04922471080482402
135.0	0.04922471080482402
136.0	0.04922471080482402
137.0	0.04922471080482402
138.0	0.04922471080482402
139.0	0.04922471080482402
140.0	0.04922471080482402
141.0	0.07383706620723603
142.0	0.07383706620723603
143.0	0.07383706620723603
144.0	0.07383706620723603
145.0	0.12306177701206006
146.0	0.12306177701206006
147.0	0.12306177701206006
148.0	0.14767413241447205
149.0	0.17228648781688408
150.0	0.17228648781688408
151.0	0.17228648781688408
152.0	0.17228648781688408
153.0	0.17228648781688408
154.0	0.17228648781688408
155.0	0.17228648781688408
156.0	0.17228648781688408
157.0	0.17228648781688408
158.0	0.17228648781688408
159.0	0.19689884321929607
160.0	0.19689884321929607
161.0	0.19689884321929607
162.0	0.19689884321929607
163.0	0.19689884321929607
164.0	0.19689884321929607
165.0	0.19689884321929607
166.0	0.22151119862170812
167.0	0.22151119862170812
168.0	0.22151119862170812
169.0	0.22151119862170812
170.0	0.27073590942653214
171.0	0.27073590942653214
172.0	0.27073590942653214
173.0	0.2953482648289441
174.0	0.31996062023135613
175.0	0.31996062023135613
176.0	0.31996062023135613
177.0	0.31996062023135613
178.0	0.31996062023135613
179.0	0.31996062023135613
180.0	0.31996062023135613
181.0	0.31996062023135613
182.0	0.31996062023135613
183.0	0.31996062023135613
184.0	0.34457297563376815
185.0	0.34457297563376815
186.0	0.34457297563376815
187.0	0.34457297563376815
188.0	0.34457297563376815
189.0	0.34457297563376815
190.0	0.34457297563376815
191.0	0.3691853310361802
192.0	0.3691853310361802
193.0	0.3691853310361802
194.0	0.3691853310361802
195.0	0.41841004184100417
196.0	0.41841004184100417
197.0	0.41841004184100417
198.0	0.44302239724341624
199.0	0.4676347526458282
200.0	0.4676347526458282
201.0	0.4676347526458282
202.0	0.4676347526458282
203.0	0.4676347526458282
204.0	0.4676347526458282
205.0	0.4676347526458282
206.0	0.4676347526458282
207.0	0.4676347526458282
208.0	0.4676347526458282
209.0	0.49224710804824023
210.0	0.49224710804824023
211.0	0.49224710804824023
212.0	0.49224710804824023
213.0	0.49224710804824023
214.0	0.49224710804824023
215.0	0.49224710804824023
216.0	0.5168594634506523
217.0	0.5168594634506523
218.0	0.5168594634506523
219.0	0.5168594634506523
220.0	0.5660841742554762
221.0	0.5660841742554762
222.0	0.5660841742554762
223.0	0.5906965296578882
224.0	0.6153088850603003
225.0	0.6153088850603003
226.0	0.6153088850603003
227.0	0.6153088850603003
228.0	0.6153088850603003
229.0	0.6153088850603003
230.0	0.6153088850603003
231.0	0.6153088850603003
232.0	0.6153088850603003
233.0	0.6153088850603003
234.0	0.6399212404627123
235.0	0.6399212404627123
236.0	0.6399212404627123
237.0	0.6399212404627123
238.0	0.6399212404627123
239.0	0.6399212404627123
240.0	1.1567807039133646
241.0	1.5505783903519568
242.0	1.944376076790549
243.0	2.288949052424317
244.0	2.682746738862909
245.0	3.150381491508737
246.0	3.4457297563376814
247.0	3.91336450898351
248.0	4.356386906226926
249.0	4.380999261629338
