#Coverage	Number of genomic locations
0.0	377536.0
1.0	2163.0
2.0	9291.0
3.0	7700.0
4.0	9182.0
5.0	8053.0
6.0	9121.0
7.0	8069.0
8.0	8887.0
9.0	7966.0
10.0	9267.0
11.0	7834.0
12.0	9756.0
13.0	8225.0
14.0	10593.0
15.0	8510.0
16.0	13160.0
17.0	13185.0
18.0	33584.0
19.0	26370.0
20.0	4235187.0
21.0	5837.0
22.0	126.0
23.0	23.0
24.0	108.0
25.0	25.0
26.0	97.0
