#Coverage	Number of genomic locations
0.0	251792.0
1.0	24112.0
2.0	54739.0
3.0	121275.0
4.0	227225.0
5.0	359787.0
6.0	480755.0
7.0	562603.0
8.0	584006.0
9.0	542090.0
10.0	465895.0
11.0	367772.0
12.0	270529.0
13.0	184661.0
14.0	119843.0
15.0	74746.0
16.0	45362.0
17.0	26771.0
18.0	16200.0
19.0	10131.0
20.0	7125.0
21.0	5743.0
22.0	4601.0
23.0	3384.0
24.0	2753.0
25.0	2203.0
26.0	1730.0
27.0	1280.0
28.0	974.0
29.0	742.0
30.0	528.0
31.0	359.0
32.0	228.0
33.0	114.0
34.0	71.0
35.0	38.0
36.0	20.0
37.0	6.0
38.0	11.0
39.0	4.0
40.0	1.0
41.0	2.0
42.0	8.0
43.0	1.0
44.0	1.0
45.0	1.0
46.0	2.0
47.0	2.0
48.0	8.0
49.0	5.0
50.0	7.0
51.0	9.0
52.0	12.0
53.0	30.0
54.0	31.0
55.0	32.0
56.0	47.0
57.0	54.0
58.0	35.0
59.0	55.0
60.0	62.0
61.0	85.0
62.0	103.0
63.0	118.0
64.0	120.0
65.0	111.0
66.0	155.0
67.0	202.0
68.0	215.0
69.0	245.0
70.0	235.0
71.0	284.0
72.0	263.0
73.0	287.0
74.0	291.0
75.0	291.0
76.0	285.0
77.0	281.0
78.0	294.0
79.0	279.0
80.0	241.0
81.0	244.0
82.0	257.0
83.0	258.0
84.0	253.0
85.0	266.0
86.0	257.0
87.0	247.0
88.0	200.0
89.0	183.0
90.0	149.0
91.0	117.0
92.0	95.0
93.0	77.0
94.0	54.0
95.0	47.0
96.0	39.0
97.0	36.0
98.0	20.0
99.0	15.0
100.0	17.0
101.0	10.0
102.0	6.0
103.0	6.0
104.0	3.0
105.0	1.0
