#Coverage (X)	Coverage
1.0	95.16440969759962
2.0	95.07976947548114
3.0	94.96328564729168
4.0	94.88048813059605
5.0	94.75845548158279
6.0	94.67536810111277
7.0	94.54892538181788
8.0	94.45507163258524
9.0	94.32945709550286
10.0	94.24659746514129
11.0	94.11709047166012
12.0	94.0271498833816
13.0	93.89099672764503
14.0	93.80180150335777
15.0	93.66910600835843
16.0	93.5796623294074
17.0	93.43802246651298
18.0	93.34002780621779
19.0	93.20501340102342
20.0	93.09387134810466
21.0	0.14025265768847817
22.0	0.13230210844838552
23.0	0.12617356007581293
24.0	0.12143221690919859
25.0	0.10948568849374851
26.0	0.10472364077182306
27.0	0.09584138654265928
28.0	0.09182470281199073
29.0	0.08486797222691678
30.0	0.07871871929903307
31.0	0.0751161266746152
32.0	0.07273510281365247
33.0	0.06946378307424084
34.0	0.06753825943015102
35.0	0.06451539435448694
36.0	0.06258987071039712
37.0	0.0596291193006806
38.0	0.05770359565659078
39.0	0.054597912359682255
40.0	0.05252745682841464
41.0	6.211366593760204E-4
42.0	0.0
43.0	0.0
44.0	0.0
45.0	0.0
46.0	0.0
47.0	0.0
48.0	0.0
49.0	0.0
50.0	0.0
51.0	0.0
