#Mapping quality	mapping quality
30.0	436.0
31.0	99.0
32.0	370.0
33.0	262.0
34.0	501.0
35.0	852.0
36.0	2618.0
37.0	477.0
38.0	366.0
39.0	547.0
40.0	1028.0
41.0	804.0
42.0	629.0
43.0	1035.0
44.0	1341.0
45.0	1116.0
46.0	1044.0
47.0	1412.0
48.0	2157.0
49.0	2254.0
50.0	2550.0
51.0	2411.0
52.0	2950.0
53.0	3011.0
54.0	4603.0
55.0	5614.0
56.0	8937.0
57.0	14022.0
58.0	21594.0
59.0	21022.0
60.0	4490241.0
