#Coverage	Number of genomic locations
0.0	338188.0
1.0	1291.0
2.0	5709.0
3.0	4684.0
4.0	6180.0
5.0	4756.0
6.0	6666.0
7.0	4775.0
8.0	6741.0
9.0	4864.0
10.0	7206.0
11.0	5291.0
12.0	7267.0
13.0	5378.0
14.0	7785.0
15.0	6536.0
16.0	10328.0
17.0	7761.0
18.0	19412.0
19.0	17023.0
20.0	4345201.0
21.0	3824.0
22.0	583.0
23.0	510.0
24.0	282.0
25.0	303.0
26.0	168.0
27.0	130.0
28.0	202.0
29.0	167.0
30.0	208.0
31.0	116.0
32.0	45.0
33.0	82.0
34.0	26.0
35.0	52.0
36.0	25.0
37.0	30.0
38.0	20.0
39.0	25.0
40.0	15.0
