#Coverage	Number of genomic locations
0.0	405407.0
1.0	1786.0
2.0	8380.0
3.0	4328.0
4.0	8622.0
5.0	4360.0
6.0	8460.0
7.0	4588.0
8.0	8927.0
9.0	4606.0
10.0	9373.0
11.0	4778.0
12.0	9652.0
13.0	5500.0
14.0	11345.0
15.0	6678.0
16.0	13110.0
17.0	9622.0
18.0	30483.0
19.0	24015.0
20.0	4241852.0
21.0	2106.0
22.0	249.0
23.0	204.0
24.0	111.0
25.0	308.0
26.0	92.0
27.0	190.0
28.0	92.0
29.0	163.0
30.0	54.0
31.0	4.0
32.0	34.0
33.0	2.0
34.0	24.0
36.0	26.0
38.0	4.0
40.0	20.0
42.0	7.0
44.0	18.0
46.0	17.0
47.0	1.0
48.0	8.0
50.0	20.0
52.0	7.0
54.0	7.0
55.0	1.0
56.0	12.0
58.0	7.0
60.0	19.0
61.0	2.0
62.0	22.0
64.0	36.0
66.0	6.0
67.0	1.0
68.0	48.0
69.0	2.0
70.0	35.0
72.0	9.0
74.0	14.0
75.0	1.0
