#Mapping quality	mapping quality
30.0	508.0
31.0	200.0
32.0	342.0
33.0	248.0
34.0	403.0
35.0	911.0
36.0	2298.0
37.0	443.0
38.0	397.0
39.0	394.0
40.0	966.0
41.0	854.0
42.0	1037.0
43.0	1017.0
44.0	1284.0
45.0	1478.0
46.0	1272.0
47.0	2137.0
48.0	1744.0
49.0	2604.0
50.0	2219.0
51.0	3386.0
52.0	3219.0
53.0	3815.0
54.0	4406.0
55.0	6974.0
56.0	9912.0
57.0	14449.0
58.0	18300.0
59.0	18412.0
60.0	4456362.0
