#Coverage (X)	Coverage
1.0	94.45399499570898
2.0	94.423476481178
3.0	94.25494140093232
4.0	94.21711417837595
5.0	94.04371352763178
6.0	94.00273921266788
7.0	93.81461762309635
8.0	93.7719662391521
9.0	93.58088389817085
10.0	93.5401580378707
11.0	93.34859949211726
12.0	93.30441597107988
13.0	93.1043478530929
14.0	93.06227619669741
15.0	92.8514210053925
16.0	92.79707154769656
17.0	92.57317248654464
18.0	92.51335702624613
19.0	92.22514961629282
20.0	92.13968121196186
21.0	0.8959689266034019
22.0	0.8894055825692675
23.0	0.8756577578416085
24.0	0.870895710119683
25.0	0.8601914550229992
26.0	0.8566509760645147
27.0	0.8499427001431883
28.0	0.8449529023128122
29.0	0.8380996945042938
30.0	0.8325715782357861
31.0	0.8253249838763281
32.0	0.8184096624018764
33.0	0.806877225092677
34.0	0.7955725378919283
35.0	0.7847026463527413
36.0	0.7772283018848469
37.0	0.7630663860509372
38.0	0.7555506324724206
39.0	0.7463785144688728
40.0	0.7288417561189817
41.0	0.004762047721939666
42.0	0.002236091973784937
43.0	0.002091160086592936
44.0	0.00204975097597071
45.0	0.0019255236440898216
46.0	0.0017391826462755944
47.0	0.00136650065064714
48.0	0.0011801596528329128
49.0	0.0010559323209520244
50.0	0.0010145232103297985
51.0	0.0
