#Coverage	Number of genomic locations
0.0	264519.0
1.0	969.0
2.0	6712.0
3.0	4837.0
4.0	6832.0
5.0	5207.0
6.0	6991.0
7.0	5233.0
8.0	7780.0
9.0	5499.0
10.0	7892.0
11.0	5818.0
12.0	7841.0
13.0	6038.0
14.0	8378.0
15.0	6720.0
16.0	10050.0
17.0	8898.0
18.0	21243.0
19.0	16930.0
20.0	4409147.0
21.0	4516.0
22.0	260.0
23.0	127.0
24.0	71.0
25.0	79.0
26.0	237.0
27.0	130.0
28.0	57.0
29.0	174.0
30.0	55.0
31.0	54.0
32.0	79.0
33.0	65.0
34.0	37.0
35.0	11.0
36.0	19.0
37.0	7.0
38.0	16.0
39.0	33.0
40.0	61.0
41.0	24.0
42.0	9.0
43.0	17.0
44.0	7.0
45.0	8.0
46.0	4.0
47.0	17.0
48.0	21.0
49.0	18.0
50.0	36.0
51.0	10.0
52.0	19.0
53.0	19.0
54.0	11.0
55.0	13.0
