#Coverage	Number of genomic locations
0.0	271039.0
1.0	1435.0
2.0	9364.0
3.0	1679.0
4.0	9857.0
5.0	1738.0
6.0	10336.0
7.0	1911.0
8.0	10290.0
9.0	1984.0
10.0	10937.0
11.0	2238.0
12.0	11557.0
13.0	2174.0
14.0	12574.0
15.0	2992.0
16.0	16740.0
17.0	4165.0
18.0	25675.0
19.0	6440.0
20.0	4407655.0
21.0	489.0
22.0	470.0
23.0	443.0
24.0	599.0
25.0	313.0
26.0	393.0
27.0	182.0
28.0	263.0
29.0	205.0
30.0	393.0
31.0	76.0
32.0	235.0
33.0	53.0
34.0	158.0
35.0	46.0
36.0	439.0
37.0	50.0
38.0	185.0
39.0	50.0
40.0	1580.0
41.0	4.0
42.0	16.0
43.0	4.0
44.0	26.0
45.0	4.0
46.0	16.0
47.0	3.0
48.0	20.0
49.0	3.0
50.0	5.0
51.0	4.0
52.0	4.0
53.0	3.0
54.0	15.0
55.0	6.0
56.0	20.0
57.0	30.0
58.0	10.0
59.0	3.0
60.0	2.0
61.0	2.0
62.0	6.0
63.0	2.0
64.0	3.0
65.0	15.0
66.0	2.0
67.0	2.0
68.0	21.0
69.0	2.0
70.0	2.0
71.0	4.0
72.0	21.0
73.0	4.0
74.0	2.0
75.0	10.0
76.0	5.0
77.0	28.0
78.0	3.0
79.0	4.0
80.0	6.0
81.0	42.0
82.0	7.0
83.0	19.0
84.0	4.0
85.0	21.0
86.0	2.0
87.0	16.0
