#Coverage	Number of genomic locations
0.0	263068.0
1.0	1023.0
2.0	6906.0
3.0	5012.0
4.0	6923.0
5.0	5358.0
6.0	6927.0
7.0	5509.0
8.0	7503.0
9.0	5632.0
10.0	7837.0
11.0	6221.0
12.0	7982.0
13.0	6174.0
14.0	8447.0
15.0	6712.0
16.0	10235.0
17.0	9342.0
18.0	21177.0
19.0	17481.0
20.0	4408050.0
21.0	3929.0
22.0	546.0
23.0	531.0
24.0	87.0
25.0	103.0
26.0	211.0
27.0	141.0
28.0	87.0
29.0	79.0
30.0	74.0
31.0	72.0
32.0	104.0
33.0	92.0
34.0	58.0
35.0	32.0
36.0	6.0
37.0	7.0
38.0	4.0
39.0	6.0
40.0	12.0
41.0	10.0
42.0	43.0
43.0	24.0
44.0	12.0
45.0	5.0
46.0	17.0
47.0	10.0
48.0	12.0
49.0	9.0
50.0	13.0
