#Coverage	Number of genomic locations
0.0	453438.0
1.0	343214.0
2.0	404139.0
3.0	425162.0
4.0	429747.0
5.0	416542.0
6.0	388552.0
7.0	348070.0
8.0	307267.0
9.0	260411.0
10.0	217380.0
11.0	177367.0
12.0	143002.0
13.0	114461.0
14.0	90175.0
15.0	70164.0
16.0	54160.0
17.0	41873.0
18.0	31845.0
19.0	23805.0
20.0	17893.0
21.0	13491.0
22.0	10059.0
23.0	7995.0
24.0	6343.0
25.0	4825.0
26.0	3788.0
27.0	3140.0
28.0	2495.0
29.0	2051.0
30.0	1641.0
31.0	1414.0
32.0	1289.0
33.0	1061.0
34.0	830.0
35.0	778.0
36.0	739.0
37.0	615.0
38.0	508.0
39.0	445.0
40.0	405.0
41.0	382.0
42.0	302.0
43.0	320.0
44.0	273.0
45.0	253.0
46.0	208.0
47.0	206.0
48.0	149.0
49.0	131.0
50.0	121.0
51.0	142.0
52.0	106.0
53.0	104.0
54.0	131.0
55.0	127.0
56.0	119.0
57.0	98.0
58.0	124.0
59.0	123.0
60.0	147.0
61.0	148.0
62.0	133.0
63.0	151.0
64.0	137.0
65.0	116.0
66.0	130.0
67.0	113.0
68.0	126.0
69.0	113.0
70.0	98.0
71.0	146.0
72.0	168.0
73.0	120.0
74.0	90.0
75.0	103.0
76.0	108.0
77.0	86.0
78.0	129.0
79.0	103.0
80.0	102.0
81.0	96.0
82.0	88.0
83.0	88.0
84.0	68.0
85.0	73.0
86.0	57.0
87.0	70.0
88.0	63.0
89.0	65.0
90.0	61.0
91.0	57.0
92.0	41.0
93.0	47.0
94.0	47.0
95.0	40.0
96.0	34.0
97.0	33.0
98.0	40.0
99.0	41.0
100.0	19.0
101.0	18.0
102.0	13.0
103.0	12.0
104.0	11.0
105.0	4.0
106.0	1.0
107.0	5.0
108.0	1.0
109.0	1.0
110.0	1.0
111.0	1.0
114.0	4.0
115.0	1.0
116.0	7.0
117.0	3.0
118.0	6.0
119.0	5.0
120.0	3.0
121.0	5.0
122.0	5.0
123.0	1.0
124.0	2.0
125.0	4.0
126.0	1.0
127.0	2.0
128.0	5.0
129.0	2.0
130.0	6.0
131.0	8.0
132.0	8.0
133.0	1.0
134.0	2.0
135.0	2.0
136.0	1.0
137.0	1.0
138.0	4.0
139.0	1.0
140.0	2.0
141.0	2.0
