#Coverage	Number of genomic locations
0.0	409524.0
1.0	27777.0
2.0	20577.0
3.0	32211.0
4.0	50692.0
5.0	77768.0
6.0	111907.0
7.0	148569.0
8.0	186876.0
9.0	226917.0
10.0	260142.0
11.0	283667.0
12.0	295355.0
13.0	298297.0
14.0	288705.0
15.0	271553.0
16.0	247836.0
17.0	220670.0
18.0	192944.0
19.0	166089.0
20.0	139240.0
21.0	114494.0
22.0	92946.0
23.0	76569.0
24.0	61971.0
25.0	50120.0
26.0	41720.0
27.0	34386.0
28.0	29189.0
29.0	25025.0
30.0	22375.0
31.0	20074.0
32.0	17987.0
33.0	16894.0
34.0	15838.0
35.0	14325.0
36.0	13564.0
37.0	12874.0
38.0	12040.0
39.0	11841.0
40.0	11234.0
41.0	10585.0
42.0	10107.0
43.0	9863.0
44.0	8862.0
45.0	8442.0
46.0	7934.0
47.0	7772.0
48.0	7564.0
49.0	7019.0
50.0	6659.0
51.0	6450.0
52.0	5973.0
53.0	5728.0
54.0	5431.0
55.0	5127.0
56.0	4578.0
57.0	4351.0
58.0	4317.0
59.0	3828.0
60.0	3435.0
61.0	3346.0
62.0	3047.0
63.0	3000.0
64.0	2668.0
65.0	2541.0
66.0	2324.0
67.0	2162.0
68.0	1953.0
69.0	1746.0
70.0	1765.0
71.0	1596.0
72.0	1441.0
73.0	1366.0
74.0	1176.0
75.0	1137.0
76.0	998.0
77.0	938.0
78.0	857.0
79.0	857.0
80.0	730.0
81.0	633.0
82.0	656.0
83.0	568.0
84.0	544.0
85.0	518.0
86.0	529.0
87.0	446.0
88.0	374.0
89.0	311.0
90.0	299.0
91.0	258.0
92.0	248.0
93.0	182.0
94.0	154.0
95.0	192.0
96.0	172.0
97.0	143.0
98.0	105.0
99.0	62.0
100.0	52.0
101.0	55.0
102.0	52.0
103.0	67.0
104.0	54.0
105.0	57.0
106.0	44.0
107.0	56.0
108.0	60.0
109.0	52.0
110.0	43.0
111.0	48.0
112.0	30.0
113.0	22.0
114.0	18.0
115.0	26.0
116.0	11.0
117.0	17.0
118.0	24.0
119.0	20.0
120.0	8.0
121.0	4.0
122.0	7.0
123.0	7.0
124.0	6.0
125.0	13.0
126.0	4.0
127.0	6.0
128.0	6.0
129.0	7.0
130.0	3.0
131.0	6.0
132.0	2.0
133.0	5.0
134.0	3.0
135.0	4.0
136.0	4.0
137.0	5.0
138.0	4.0
139.0	1.0
140.0	1.0
141.0	1.0
146.0	2.0
147.0	2.0
150.0	1.0
152.0	1.0
153.0	2.0
154.0	1.0
155.0	1.0
156.0	1.0
157.0	2.0
158.0	1.0
160.0	2.0
161.0	1.0
162.0	1.0
163.0	1.0
164.0	1.0
165.0	1.0
166.0	1.0
167.0	1.0
168.0	1.0
169.0	1.0
170.0	1.0
171.0	1.0
172.0	2.0
174.0	1.0
175.0	2.0
176.0	1.0
177.0	2.0
178.0	2.0
179.0	2.0
180.0	2.0
182.0	2.0
183.0	1.0
184.0	2.0
186.0	1.0
187.0	1.0
188.0	2.0
189.0	1.0
190.0	2.0
191.0	8.0
192.0	30.0
