#Coverage	Number of genomic locations
0.0	206644.0
1.0	3970.0
2.0	7860.0
3.0	4769.0
4.0	8241.0
5.0	5100.0
6.0	8168.0
7.0	5255.0
8.0	8591.0
9.0	5217.0
10.0	8727.0
11.0	5956.0
12.0	8912.0
13.0	5633.0
14.0	9731.0
15.0	6649.0
16.0	11725.0
17.0	8122.0
18.0	17509.0
19.0	18806.0
20.0	4421639.0
21.0	709.0
22.0	500.0
23.0	419.0
24.0	526.0
25.0	370.0
26.0	336.0
27.0	236.0
28.0	388.0
29.0	196.0
30.0	389.0
31.0	175.0
32.0	348.0
33.0	208.0
34.0	244.0
35.0	108.0
36.0	526.0
37.0	110.0
38.0	284.0
39.0	584.0
40.0	35948.0
41.0	18.0
42.0	7.0
44.0	2.0
