#Coverage	Number of genomic locations
0.0	198341.0
1.0	3962.0
2.0	3050.0
3.0	2401.0
4.0	1638.0
5.0	1756.0
6.0	1225.0
7.0	1047.0
8.0	919.0
9.0	768.0
10.0	801.0
11.0	787.0
12.0	651.0
13.0	632.0
14.0	563.0
15.0	592.0
16.0	709.0
17.0	568.0
18.0	623.0
19.0	480.0
20.0	476.0
21.0	490.0
22.0	590.0
23.0	613.0
24.0	628.0
25.0	556.0
26.0	567.0
27.0	450.0
28.0	476.0
29.0	456.0
30.0	483.0
31.0	506.0
32.0	481.0
33.0	499.0
34.0	478.0
35.0	479.0
36.0	557.0
37.0	559.0
38.0	573.0
39.0	506.0
40.0	557.0
41.0	532.0
42.0	497.0
43.0	528.0
44.0	558.0
45.0	586.0
46.0	658.0
47.0	622.0
48.0	583.0
49.0	635.0
50.0	548.0
51.0	620.0
52.0	622.0
53.0	628.0
54.0	641.0
55.0	656.0
56.0	646.0
57.0	621.0
58.0	665.0
59.0	756.0
60.0	799.0
61.0	749.0
62.0	743.0
63.0	773.0
64.0	816.0
65.0	738.0
66.0	698.0
67.0	794.0
68.0	816.0
69.0	719.0
70.0	761.0
71.0	779.0
72.0	809.0
73.0	840.0
74.0	803.0
75.0	857.0
76.0	847.0
77.0	841.0
78.0	861.0
79.0	823.0
80.0	931.0
81.0	887.0
82.0	923.0
83.0	971.0
84.0	1057.0
85.0	997.0
86.0	1009.0
87.0	1084.0
88.0	1035.0
89.0	1088.0
90.0	1065.0
91.0	1067.0
92.0	1074.0
93.0	1060.0
94.0	1067.0
95.0	1093.0
96.0	1168.0
97.0	1228.0
98.0	1224.0
99.0	1287.0
100.0	1309.0
101.0	1271.0
102.0	1352.0
103.0	1365.0
104.0	1398.0
105.0	1472.0
106.0	1553.0
107.0	1639.0
108.0	1592.0
109.0	1658.0
110.0	1651.0
111.0	1780.0
112.0	1845.0
113.0	1985.0
114.0	2138.0
115.0	2179.0
116.0	2197.0
117.0	2423.0
118.0	2559.0
119.0	2550.0
120.0	2567.0
121.0	2767.0
122.0	2901.0
123.0	2943.0
124.0	3003.0
125.0	3153.0
126.0	3426.0
127.0	3632.0
128.0	3976.0
129.0	4071.0
130.0	4416.0
131.0	4405.0
132.0	4748.0
133.0	5161.0
134.0	5209.0
135.0	5507.0
136.0	5816.0
137.0	6406.0
138.0	6797.0
139.0	7184.0
140.0	7673.0
141.0	7995.0
142.0	8607.0
143.0	9124.0
144.0	9791.0
145.0	10347.0
146.0	10851.0
147.0	11859.0
148.0	12844.0
149.0	13858.0
150.0	14731.0
151.0	15666.0
152.0	17071.0
153.0	18099.0
154.0	19457.0
155.0	20738.0
156.0	22204.0
157.0	23755.0
158.0	25275.0
159.0	26721.0
160.0	28936.0
161.0	30859.0
162.0	32751.0
163.0	35257.0
164.0	37561.0
165.0	40192.0
166.0	42536.0
167.0	44959.0
168.0	48320.0
169.0	51301.0
170.0	54214.0
171.0	56845.0
172.0	59707.0
173.0	63216.0
174.0	67298.0
175.0	70425.0
176.0	73224.0
177.0	75937.0
178.0	79128.0
179.0	81958.0
180.0	85326.0
181.0	87793.0
182.0	90593.0
183.0	92635.0
184.0	94447.0
185.0	97390.0
186.0	98944.0
187.0	100634.0
188.0	101958.0
189.0	102995.0
190.0	103742.0
191.0	104106.0
192.0	104381.0
193.0	103107.0
194.0	102953.0
195.0	100525.0
196.0	99332.0
197.0	97021.0
198.0	94343.0
199.0	89982.0
200.0	86854.0
201.0	83158.0
202.0	79511.0
203.0	75947.0
204.0	70972.0
205.0	66133.0
206.0	61856.0
207.0	56822.0
208.0	52666.0
209.0	48888.0
210.0	43876.0
211.0	40103.0
212.0	35744.0
213.0	31917.0
214.0	28321.0
215.0	25074.0
216.0	22280.0
217.0	19179.0
218.0	16795.0
219.0	14202.0
220.0	12472.0
221.0	10639.0
222.0	9169.0
223.0	8061.0
224.0	6970.0
225.0	5895.0
226.0	5233.0
227.0	4845.0
228.0	4200.0
229.0	3984.0
230.0	3509.0
231.0	3425.0
232.0	3239.0
233.0	3048.0
234.0	2914.0
235.0	2927.0
236.0	2789.0
237.0	2876.0
238.0	2788.0
239.0	2758.0
240.0	2552.0
241.0	2548.0
242.0	2334.0
243.0	2169.0
244.0	2061.0
245.0	1951.0
246.0	1796.0
247.0	1554.0
248.0	1367.0
249.0	1234.0
250.0	1123.0
251.0	959.0
252.0	815.0
253.0	638.0
254.0	607.0
255.0	459.0
256.0	458.0
257.0	413.0
258.0	326.0
259.0	342.0
260.0	299.0
261.0	302.0
262.0	276.0
263.0	305.0
264.0	305.0
265.0	248.0
266.0	238.0
267.0	230.0
268.0	230.0
269.0	175.0
270.0	157.0
271.0	137.0
272.0	146.0
273.0	128.0
274.0	83.0
275.0	31.0
276.0	26.0
277.0	14.0
278.0	2.0
279.0	1.0
