#Coverage	Number of genomic locations
0.0	294884.0
1.0	3369.0
2.0	6667.0
3.0	3374.0
4.0	7143.0
5.0	3569.0
6.0	7037.0
7.0	3598.0
8.0	7430.0
9.0	3792.0
10.0	7640.0
11.0	4295.0
12.0	7827.0
13.0	4524.0
14.0	8616.0
15.0	5834.0
16.0	11360.0
17.0	6694.0
18.0	21806.0
19.0	14429.0
20.0	4390348.0
21.0	498.0
22.0	510.0
23.0	260.0
24.0	423.0
25.0	354.0
26.0	391.0
27.0	238.0
28.0	354.0
29.0	235.0
30.0	188.0
31.0	191.0
32.0	229.0
33.0	173.0
34.0	119.0
35.0	68.0
36.0	107.0
37.0	77.0
38.0	98.0
39.0	68.0
40.0	1038.0
