#Coverage	Number of genomic locations
0.0	312127.0
1.0	3514.0
2.0	7818.0
3.0	4163.0
4.0	7888.0
5.0	4280.0
6.0	8387.0
7.0	4765.0
8.0	8274.0
9.0	4487.0
10.0	8849.0
11.0	4605.0
12.0	9472.0
13.0	5076.0
14.0	10077.0
15.0	6444.0
16.0	13184.0
17.0	10030.0
18.0	28975.0
19.0	23500.0
20.0	4340208.0
21.0	488.0
22.0	317.0
23.0	314.0
24.0	364.0
25.0	69.0
26.0	219.0
27.0	49.0
28.0	138.0
29.0	51.0
30.0	128.0
31.0	39.0
32.0	130.0
33.0	81.0
34.0	63.0
35.0	25.0
36.0	61.0
37.0	40.0
38.0	74.0
39.0	25.0
40.0	407.0
41.0	6.0
42.0	16.0
43.0	10.0
44.0	19.0
45.0	19.0
46.0	1.0
47.0	5.0
48.0	19.0
49.0	7.0
50.0	19.0
51.0	19.0
52.0	1.0
53.0	3.0
54.0	6.0
55.0	1.0
56.0	9.0
57.0	11.0
58.0	14.0
59.0	6.0
60.0	5.0
61.0	5.0
62.0	20.0
63.0	57.0
64.0	13.0
65.0	22.0
66.0	9.0
67.0	19.0
68.0	20.0
69.0	15.0
70.0	1.0
71.0	3.0
72.0	7.0
73.0	7.0
74.0	2.0
75.0	4.0
77.0	7.0
78.0	4.0
79.0	8.0
80.0	20.0
81.0	9.0
82.0	2.0
83.0	11.0
84.0	18.0
85.0	2.0
86.0	8.0
87.0	18.0
88.0	15.0
89.0	7.0
90.0	11.0
91.0	24.0
92.0	19.0
93.0	24.0
94.0	23.0
95.0	15.0
96.0	5.0
