#Coverage	Number of genomic locations
0.0	289496.0
1.0	1312.0
2.0	9537.0
3.0	6453.0
4.0	9087.0
5.0	7427.0
6.0	9177.0
7.0	7145.0
8.0	9925.0
9.0	7003.0
10.0	9539.0
11.0	6973.0
12.0	9958.0
13.0	7480.0
14.0	9918.0
15.0	8537.0
16.0	11743.0
17.0	10575.0
18.0	20259.0
19.0	20673.0
20.0	4351364.0
21.0	5103.0
22.0	86.0
23.0	113.0
24.0	313.0
25.0	96.0
26.0	74.0
27.0	46.0
28.0	117.0
29.0	106.0
30.0	56.0
31.0	48.0
32.0	91.0
33.0	25.0
