#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	1.1173933448052384E-5
18.0	1.1173933448052384E-5
19.0	8.939146758441907E-5
20.0	1.564350682727334E-4
21.0	2.458265358571525E-4
22.0	2.5700046930520484E-4
23.0	2.681744027532572E-4
24.0	5.810445392987239E-4
25.0	9.60958276532505E-4
26.0	0.001162089078597448
27.0	0.0022571345565065818
28.0	0.0023800478244351574
29.0	0.0032627885668312963
30.0	0.003821485239233915
31.0	0.004301964377500167
32.0	0.005430531655753458
33.0	0.006749055802623641
34.0	0.007408317876058731
35.0	0.008201667150870449
36.0	0.010157105504279618
37.0	0.011822021588039421
38.0	0.014269113013162893
39.0	0.015487071759000605
40.0	0.018548729523766957
41.0	0.022727780633338548
42.0	0.02690683174291014
43.0	0.030303707511118064
44.0	0.040047377477819744
45.0	0.04674056361320311
46.0	0.055970232641294394
47.0	0.06369142065389859
48.0	0.07189308780476904
49.0	0.07645205265157441
50.0	0.07918966634634725
51.0	0.08246362884662659
52.0	0.06311037611459985
53.0	0.05854023733434644
54.0	0.04802556595972915
55.0	0.03746619885131964
56.0	0.02652691800567636
57.0	0.017945337117572124
58.0	0.011822021588039421
59.0	0.008000536348805508
60.0	0.0049053567836949965
61.0	0.003989094240954701
62.0	0.002536482892707891
63.0	0.0016202203499675958
64.0	7.598274744675622E-4
65.0	4.469573379220953E-4
66.0	6.70436006883143E-5
67.0	1.1173933448052384E-5
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
