#Coverage	Number of genomic locations
0.0	333500.0
1.0	70290.0
2.0	67547.0
3.0	69937.0
4.0	75825.0
5.0	83411.0
6.0	91207.0
7.0	100612.0
8.0	108082.0
9.0	116616.0
10.0	124134.0
11.0	133005.0
12.0	140055.0
13.0	145483.0
14.0	151727.0
15.0	154473.0
16.0	156164.0
17.0	158414.0
18.0	158776.0
19.0	157876.0
20.0	156807.0
21.0	152702.0
22.0	148965.0
23.0	143092.0
24.0	138541.0
25.0	131469.0
26.0	124190.0
27.0	116758.0
28.0	107910.0
29.0	99663.0
30.0	92165.0
31.0	84850.0
32.0	78181.0
33.0	72000.0
34.0	65694.0
35.0	58413.0
36.0	53131.0
37.0	48105.0
38.0	42915.0
39.0	38063.0
40.0	33696.0
41.0	29285.0
42.0	26335.0
43.0	23343.0
44.0	20157.0
45.0	17611.0
46.0	15399.0
47.0	13602.0
48.0	12375.0
49.0	10741.0
50.0	9225.0
51.0	7844.0
52.0	6776.0
53.0	5828.0
54.0	5055.0
55.0	4377.0
56.0	4007.0
57.0	3566.0
58.0	3165.0
59.0	2698.0
60.0	2512.0
61.0	2176.0
62.0	1928.0
63.0	1612.0
64.0	1476.0
65.0	1281.0
66.0	1162.0
67.0	1015.0
68.0	923.0
69.0	818.0
70.0	843.0
71.0	724.0
72.0	626.0
73.0	582.0
74.0	517.0
75.0	493.0
76.0	464.0
77.0	413.0
78.0	335.0
79.0	335.0
80.0	305.0
81.0	285.0
82.0	270.0
83.0	247.0
84.0	213.0
85.0	170.0
86.0	186.0
87.0	163.0
88.0	140.0
89.0	120.0
90.0	108.0
91.0	97.0
92.0	103.0
93.0	87.0
94.0	86.0
95.0	80.0
96.0	69.0
97.0	70.0
98.0	78.0
99.0	53.0
100.0	62.0
101.0	60.0
102.0	67.0
103.0	67.0
104.0	51.0
105.0	50.0
106.0	40.0
107.0	49.0
108.0	48.0
109.0	40.0
110.0	33.0
111.0	29.0
112.0	31.0
113.0	26.0
114.0	22.0
115.0	16.0
116.0	16.0
117.0	10.0
118.0	11.0
119.0	8.0
120.0	16.0
121.0	21.0
122.0	23.0
123.0	8.0
124.0	9.0
125.0	10.0
126.0	5.0
127.0	5.0
128.0	1.0
129.0	6.0
130.0	6.0
131.0	4.0
132.0	3.0
134.0	1.0
135.0	3.0
