#Coverage	Number of genomic locations
0.0	351066.0
1.0	69790.0
2.0	84011.0
3.0	104799.0
4.0	129482.0
5.0	155395.0
6.0	181996.0
7.0	207829.0
8.0	227573.0
9.0	243779.0
10.0	254260.0
11.0	260356.0
12.0	257693.0
13.0	251119.0
14.0	239228.0
15.0	224159.0
16.0	208723.0
17.0	189019.0
18.0	170942.0
19.0	151931.0
20.0	133821.0
21.0	115744.0
22.0	98989.0
23.0	84010.0
24.0	71146.0
25.0	59814.0
26.0	49945.0
27.0	41283.0
28.0	34260.0
29.0	28151.0
30.0	23326.0
31.0	19613.0
32.0	16041.0
33.0	13300.0
34.0	10778.0
35.0	8909.0
36.0	7809.0
37.0	6255.0
38.0	5449.0
39.0	4665.0
40.0	3998.0
41.0	3285.0
42.0	2910.0
43.0	2603.0
44.0	2202.0
45.0	1884.0
46.0	1679.0
47.0	1482.0
48.0	1323.0
49.0	1209.0
50.0	1053.0
51.0	913.0
52.0	749.0
53.0	692.0
54.0	563.0
55.0	574.0
56.0	555.0
57.0	491.0
58.0	393.0
59.0	333.0
60.0	285.0
61.0	255.0
62.0	236.0
63.0	197.0
64.0	167.0
65.0	179.0
66.0	189.0
67.0	113.0
68.0	113.0
69.0	87.0
70.0	107.0
71.0	96.0
72.0	66.0
73.0	92.0
74.0	99.0
75.0	100.0
76.0	82.0
77.0	89.0
78.0	72.0
79.0	76.0
80.0	73.0
81.0	77.0
82.0	59.0
83.0	60.0
84.0	55.0
85.0	44.0
86.0	37.0
87.0	59.0
88.0	66.0
89.0	78.0
90.0	60.0
91.0	50.0
92.0	64.0
93.0	50.0
94.0	45.0
95.0	56.0
96.0	53.0
97.0	45.0
98.0	25.0
99.0	29.0
100.0	32.0
101.0	34.0
102.0	29.0
103.0	44.0
104.0	30.0
105.0	34.0
106.0	44.0
107.0	35.0
108.0	38.0
109.0	32.0
110.0	49.0
111.0	41.0
112.0	32.0
113.0	29.0
114.0	22.0
115.0	16.0
116.0	18.0
117.0	21.0
118.0	27.0
119.0	28.0
120.0	9.0
121.0	16.0
122.0	22.0
123.0	9.0
124.0	13.0
125.0	5.0
126.0	5.0
127.0	7.0
