#Coverage	Number of genomic locations
0.0	255878.0
1.0	1116.0
2.0	6730.0
3.0	4923.0
4.0	6923.0
5.0	5292.0
6.0	6769.0
7.0	5773.0
8.0	7611.0
9.0	6047.0
10.0	8224.0
11.0	6076.0
12.0	8006.0
13.0	6442.0
14.0	8230.0
15.0	7105.0
16.0	10319.0
17.0	9426.0
18.0	20450.0
19.0	18791.0
20.0	4413684.0
21.0	3819.0
22.0	787.0
23.0	155.0
24.0	134.0
25.0	184.0
26.0	12.0
27.0	70.0
28.0	28.0
29.0	114.0
30.0	55.0
31.0	175.0
32.0	57.0
33.0	25.0
34.0	2.0
35.0	21.0
36.0	1.0
37.0	19.0
38.0	5.0
39.0	7.0
40.0	8.0
41.0	28.0
42.0	1.0
43.0	26.0
44.0	15.0
45.0	11.0
46.0	54.0
47.0	28.0
48.0	23.0
49.0	22.0
50.0	7.0
51.0	37.0
52.0	4.0
53.0	25.0
54.0	6.0
55.0	28.0
56.0	22.0
57.0	18.0
58.0	1.0
59.0	6.0
