#Coverage	Number of genomic locations
0.0	207271.0
1.0	4601.0
2.0	5456.0
3.0	5121.0
4.0	5358.0
5.0	5223.0
6.0	5781.0
7.0	5762.0
8.0	6063.0
9.0	5530.0
10.0	6452.0
11.0	6220.0
12.0	6650.0
13.0	6728.0
14.0	6615.0
15.0	8132.0
16.0	10013.0
17.0	9459.0
18.0	15971.0
19.0	22045.0
20.0	4466733.0
21.0	603.0
22.0	506.0
23.0	541.0
24.0	574.0
25.0	380.0
26.0	349.0
27.0	193.0
28.0	380.0
29.0	150.0
30.0	301.0
31.0	266.0
32.0	348.0
33.0	125.0
34.0	295.0
35.0	93.0
36.0	214.0
37.0	73.0
38.0	445.0
39.0	79.0
40.0	2271.0
41.0	45.0
42.0	5.0
43.0	13.0
44.0	16.0
45.0	10.0
46.0	12.0
47.0	11.0
48.0	4.0
49.0	12.0
50.0	3.0
51.0	7.0
52.0	5.0
53.0	13.0
54.0	5.0
55.0	9.0
56.0	22.0
57.0	25.0
58.0	5.0
59.0	8.0
60.0	10.0
61.0	5.0
62.0	7.0
63.0	4.0
64.0	12.0
65.0	3.0
66.0	13.0
67.0	2.0
68.0	16.0
69.0	3.0
70.0	12.0
71.0	5.0
72.0	2.0
73.0	15.0
74.0	4.0
75.0	8.0
76.0	14.0
77.0	5.0
78.0	23.0
79.0	23.0
80.0	4.0
81.0	14.0
82.0	10.0
83.0	14.0
84.0	11.0
85.0	11.0
86.0	5.0
