#Coverage	Number of genomic locations
0.0	204383.0
1.0	4797.0
2.0	5296.0
3.0	4966.0
4.0	5553.0
5.0	5268.0
6.0	5812.0
7.0	5470.0
8.0	6070.0
9.0	5415.0
10.0	6299.0
11.0	5937.0
12.0	7034.0
13.0	6300.0
14.0	6778.0
15.0	7518.0
16.0	9461.0
17.0	10170.0
18.0	16528.0
19.0	22042.0
20.0	4469942.0
21.0	1075.0
22.0	569.0
23.0	414.0
24.0	720.0
25.0	418.0
26.0	403.0
27.0	395.0
28.0	323.0
29.0	342.0
30.0	252.0
31.0	327.0
32.0	446.0
33.0	159.0
34.0	94.0
35.0	116.0
36.0	129.0
37.0	104.0
38.0	355.0
39.0	124.0
40.0	1545.0
41.0	11.0
42.0	48.0
43.0	6.0
44.0	10.0
45.0	20.0
46.0	5.0
47.0	15.0
48.0	10.0
49.0	12.0
50.0	9.0
51.0	8.0
52.0	2.0
53.0	2.0
54.0	10.0
55.0	14.0
56.0	21.0
57.0	29.0
58.0	10.0
59.0	8.0
60.0	5.0
61.0	2.0
62.0	6.0
63.0	7.0
64.0	9.0
65.0	2.0
66.0	20.0
67.0	1.0
68.0	11.0
69.0	2.0
70.0	15.0
71.0	5.0
72.0	12.0
73.0	3.0
74.0	10.0
75.0	20.0
76.0	6.0
77.0	20.0
78.0	29.0
79.0	8.0
80.0	12.0
81.0	10.0
82.0	18.0
83.0	11.0
84.0	5.0
85.0	7.0
