#Coverage	Number of genomic locations
0.0	193680.0
1.0	3666.0
2.0	6489.0
3.0	4249.0
4.0	6615.0
5.0	4511.0
6.0	7046.0
7.0	4736.0
8.0	7624.0
9.0	4766.0
10.0	7138.0
11.0	5187.0
12.0	7987.0
13.0	5566.0
14.0	8606.0
15.0	6199.0
16.0	9546.0
17.0	7847.0
18.0	14823.0
19.0	15198.0
20.0	4481722.0
21.0	1404.0
22.0	736.0
23.0	720.0
24.0	703.0
25.0	666.0
26.0	510.0
27.0	852.0
28.0	530.0
29.0	513.0
30.0	1312.0
31.0	419.0
32.0	564.0
33.0	358.0
34.0	517.0
35.0	353.0
36.0	418.0
37.0	260.0
38.0	325.0
39.0	368.0
40.0	2622.0
41.0	166.0
42.0	137.0
43.0	61.0
44.0	117.0
45.0	97.0
46.0	90.0
47.0	67.0
48.0	125.0
49.0	62.0
50.0	776.0
51.0	17.0
52.0	25.0
53.0	115.0
54.0	82.0
55.0	74.0
56.0	37.0
57.0	60.0
58.0	72.0
59.0	23.0
60.0	301.0
