#Coverage	Number of genomic locations
0.0	341263.0
1.0	1021.0
2.0	6203.0
3.0	4520.0
4.0	6084.0
5.0	4857.0
6.0	6400.0
7.0	4826.0
8.0	6710.0
9.0	5194.0
10.0	7382.0
11.0	5169.0
12.0	7984.0
13.0	5160.0
14.0	7918.0
15.0	6167.0
16.0	11738.0
17.0	8691.0
18.0	19004.0
19.0	15087.0
20.0	4342723.0
21.0	3525.0
22.0	615.0
23.0	70.0
24.0	499.0
25.0	43.0
26.0	146.0
27.0	21.0
28.0	90.0
29.0	57.0
30.0	56.0
31.0	31.0
32.0	59.0
33.0	65.0
34.0	110.0
35.0	14.0
36.0	26.0
37.0	4.0
38.0	6.0
39.0	15.0
40.0	4.0
41.0	8.0
42.0	17.0
43.0	15.0
44.0	16.0
45.0	10.0
46.0	7.0
47.0	16.0
48.0	9.0
49.0	3.0
50.0	4.0
51.0	18.0
52.0	5.0
53.0	12.0
54.0	11.0
55.0	2.0
56.0	14.0
57.0	7.0
58.0	12.0
59.0	10.0
60.0	26.0
61.0	18.0
62.0	21.0
63.0	9.0
64.0	5.0
65.0	23.0
