#Coverage	Number of genomic locations
0.0	437315.0
1.0	268164.0
2.0	389797.0
3.0	458567.0
4.0	472511.0
5.0	451234.0
6.0	410453.0
7.0	354200.0
8.0	300126.0
9.0	248870.0
10.0	202156.0
11.0	163586.0
12.0	130127.0
13.0	104525.0
14.0	84070.0
15.0	67407.0
16.0	53561.0
17.0	43077.0
18.0	34257.0
19.0	28072.0
20.0	22599.0
21.0	18417.0
22.0	14789.0
23.0	11992.0
24.0	9682.0
25.0	7594.0
26.0	6498.0
27.0	5636.0
28.0	4262.0
29.0	3501.0
30.0	3005.0
31.0	2632.0
32.0	2329.0
33.0	2109.0
34.0	1794.0
35.0	1510.0
36.0	1304.0
37.0	1142.0
38.0	984.0
39.0	828.0
40.0	660.0
41.0	622.0
42.0	536.0
43.0	451.0
44.0	407.0
45.0	340.0
46.0	267.0
47.0	234.0
48.0	175.0
49.0	166.0
50.0	154.0
51.0	122.0
52.0	112.0
53.0	117.0
54.0	105.0
55.0	62.0
56.0	79.0
57.0	74.0
58.0	58.0
59.0	45.0
60.0	48.0
61.0	63.0
62.0	45.0
63.0	47.0
64.0	27.0
65.0	29.0
66.0	13.0
67.0	9.0
68.0	5.0
69.0	6.0
70.0	1.0
71.0	6.0
72.0	6.0
73.0	13.0
74.0	11.0
75.0	14.0
76.0	6.0
77.0	8.0
78.0	10.0
79.0	2.0
80.0	6.0
81.0	4.0
82.0	7.0
83.0	1.0
