#Coverage (X)	Coverage
1.0	94.44405680915887
2.0	94.33289405168478
3.0	94.12108645083548
4.0	93.9765893593079
5.0	93.79958611593929
6.0	93.64823581660319
7.0	93.46974184525209
8.0	93.31919902357318
9.0	93.13161575243977
10.0	92.98569004659561
11.0	92.791605545094
12.0	92.63770858545443
13.0	92.44610863059036
14.0	92.29533805880301
15.0	92.09361357639101
16.0	91.91745921979025
17.0	91.6620064163417
18.0	91.46616202763852
19.0	90.98277277475204
20.0	90.46973459865772
21.0	0.16495319217656856
22.0	0.04478395314144734
23.0	0.03855188199231918
24.0	0.03644001735041513
25.0	0.02759917223187358
26.0	0.020559623425540963
27.0	0.016542939694872416
28.0	0.014576006940160369
29.0	0.01335443817670523
30.0	0.011822301083569187
31.0	0.009689731886354025
32.0	0.006169957483194821
33.0	0.0033127288500338636
34.0	0.0020083418653342733
35.0	5.383184381315687E-4
36.0	4.1409110625068024E-4
37.0	0.0
38.0	0.0
39.0	0.0
40.0	0.0
41.0	0.0
42.0	0.0
43.0	0.0
44.0	0.0
45.0	0.0
46.0	0.0
47.0	0.0
48.0	0.0
49.0	0.0
50.0	0.0
51.0	0.0
