#Coverage	Number of genomic locations
0.0	779607.0
1.0	542688.0
2.0	481906.0
3.0	415271.0
4.0	351156.0
5.0	298043.0
6.0	255148.0
7.0	216957.0
8.0	186640.0
9.0	158425.0
10.0	137716.0
11.0	119678.0
12.0	104532.0
13.0	90486.0
14.0	79025.0
15.0	69570.0
16.0	61309.0
17.0	53665.0
18.0	48320.0
19.0	42803.0
20.0	37611.0
21.0	33226.0
22.0	29861.0
23.0	26209.0
24.0	23176.0
25.0	20296.0
26.0	17268.0
27.0	15479.0
28.0	14339.0
29.0	12494.0
30.0	11282.0
31.0	9905.0
32.0	8925.0
33.0	7920.0
34.0	6843.0
35.0	5979.0
36.0	5335.0
37.0	4891.0
38.0	4452.0
39.0	3971.0
40.0	3449.0
41.0	2939.0
42.0	2644.0
43.0	2284.0
44.0	2082.0
45.0	1890.0
46.0	1783.0
47.0	1622.0
48.0	1496.0
49.0	1420.0
50.0	1339.0
51.0	1179.0
52.0	1037.0
53.0	972.0
54.0	899.0
55.0	819.0
56.0	750.0
57.0	662.0
58.0	650.0
59.0	526.0
60.0	504.0
61.0	436.0
62.0	442.0
63.0	369.0
64.0	319.0
65.0	312.0
66.0	327.0
67.0	265.0
68.0	278.0
69.0	259.0
70.0	214.0
71.0	202.0
72.0	217.0
73.0	184.0
74.0	172.0
75.0	193.0
76.0	164.0
77.0	185.0
78.0	145.0
79.0	146.0
80.0	126.0
81.0	123.0
82.0	110.0
83.0	107.0
84.0	86.0
85.0	91.0
86.0	76.0
87.0	62.0
88.0	65.0
89.0	53.0
90.0	46.0
91.0	36.0
92.0	40.0
93.0	33.0
94.0	29.0
95.0	36.0
96.0	44.0
97.0	41.0
98.0	45.0
99.0	33.0
100.0	36.0
101.0	36.0
102.0	41.0
103.0	21.0
104.0	18.0
105.0	22.0
106.0	20.0
107.0	17.0
108.0	13.0
109.0	18.0
110.0	9.0
111.0	8.0
112.0	11.0
113.0	13.0
114.0	15.0
115.0	4.0
116.0	8.0
117.0	9.0
118.0	10.0
119.0	6.0
120.0	5.0
121.0	6.0
122.0	7.0
123.0	5.0
124.0	7.0
125.0	4.0
126.0	8.0
127.0	5.0
128.0	5.0
129.0	3.0
130.0	1.0
