#Coverage	Number of genomic locations
0.0	336578.0
1.0	72307.0
2.0	73809.0
3.0	76701.0
4.0	80927.0
5.0	89289.0
6.0	98978.0
7.0	109270.0
8.0	119579.0
9.0	130512.0
10.0	136707.0
11.0	144361.0
12.0	153748.0
13.0	160105.0
14.0	165312.0
15.0	169090.0
16.0	170829.0
17.0	169453.0
18.0	168279.0
19.0	165360.0
20.0	159524.0
21.0	155548.0
22.0	148617.0
23.0	141583.0
24.0	133343.0
25.0	124755.0
26.0	116860.0
27.0	108232.0
28.0	98922.0
29.0	91004.0
30.0	81761.0
31.0	75560.0
32.0	68310.0
33.0	61483.0
34.0	55486.0
35.0	49536.0
36.0	43896.0
37.0	38600.0
38.0	33887.0
39.0	30047.0
40.0	26950.0
41.0	23307.0
42.0	20539.0
43.0	18352.0
44.0	15927.0
45.0	14126.0
46.0	12139.0
47.0	10565.0
48.0	9226.0
49.0	8005.0
50.0	7166.0
51.0	6129.0
52.0	5260.0
53.0	4569.0
54.0	4053.0
55.0	3587.0
56.0	3107.0
57.0	2753.0
58.0	2404.0
59.0	2109.0
60.0	1905.0
61.0	1665.0
62.0	1518.0
63.0	1375.0
64.0	1284.0
65.0	1194.0
66.0	1121.0
67.0	951.0
68.0	811.0
69.0	790.0
70.0	682.0
71.0	584.0
72.0	535.0
73.0	439.0
74.0	497.0
75.0	397.0
76.0	341.0
77.0	369.0
78.0	300.0
79.0	292.0
80.0	270.0
81.0	223.0
82.0	194.0
83.0	192.0
84.0	157.0
85.0	179.0
86.0	130.0
87.0	128.0
88.0	142.0
89.0	160.0
90.0	110.0
91.0	106.0
92.0	88.0
93.0	88.0
94.0	86.0
95.0	87.0
96.0	65.0
97.0	61.0
98.0	44.0
99.0	54.0
100.0	59.0
101.0	57.0
102.0	53.0
103.0	49.0
104.0	47.0
105.0	58.0
106.0	66.0
107.0	58.0
108.0	72.0
109.0	74.0
110.0	47.0
111.0	44.0
112.0	39.0
113.0	35.0
114.0	48.0
115.0	52.0
116.0	56.0
117.0	57.0
118.0	74.0
119.0	88.0
120.0	59.0
121.0	59.0
122.0	70.0
123.0	58.0
124.0	66.0
125.0	61.0
126.0	41.0
127.0	43.0
128.0	31.0
129.0	29.0
130.0	12.0
131.0	14.0
132.0	15.0
133.0	22.0
134.0	17.0
135.0	25.0
136.0	10.0
137.0	8.0
138.0	9.0
139.0	8.0
140.0	12.0
141.0	7.0
142.0	5.0
143.0	6.0
