#Coverage	Number of genomic locations
0.0	401469.0
1.0	42140.0
2.0	17098.0
3.0	14748.0
4.0	16597.0
5.0	18902.0
6.0	23471.0
7.0	30407.0
8.0	37877.0
9.0	45984.0
10.0	56374.0
11.0	67566.0
12.0	78683.0
13.0	90905.0
14.0	103244.0
15.0	116459.0
16.0	128711.0
17.0	139615.0
18.0	148033.0
19.0	154143.0
20.0	158769.0
21.0	161860.0
22.0	164842.0
23.0	165535.0
24.0	166126.0
25.0	163329.0
26.0	159403.0
27.0	153425.0
28.0	146112.0
29.0	138742.0
30.0	131949.0
31.0	122126.0
32.0	115405.0
33.0	107359.0
34.0	99480.0
35.0	91917.0
36.0	85439.0
37.0	77653.0
38.0	69414.0
39.0	63602.0
40.0	56905.0
41.0	51490.0
42.0	45543.0
43.0	40801.0
44.0	36968.0
45.0	33130.0
46.0	29638.0
47.0	26302.0
48.0	23164.0
49.0	20205.0
50.0	18420.0
51.0	16533.0
52.0	14350.0
53.0	12584.0
54.0	11711.0
55.0	10259.0
56.0	9298.0
57.0	8373.0
58.0	7406.0
59.0	6646.0
60.0	6036.0
61.0	5107.0
62.0	4769.0
63.0	4469.0
64.0	4095.0
65.0	3748.0
66.0	3299.0
67.0	3131.0
68.0	2872.0
69.0	2681.0
70.0	2510.0
71.0	2308.0
72.0	2108.0
73.0	2049.0
74.0	1842.0
75.0	1674.0
76.0	1612.0
77.0	1435.0
78.0	1353.0
79.0	1219.0
80.0	1118.0
81.0	1132.0
82.0	1120.0
83.0	1055.0
84.0	891.0
85.0	794.0
86.0	797.0
87.0	788.0
88.0	670.0
89.0	694.0
90.0	585.0
91.0	564.0
92.0	569.0
93.0	510.0
94.0	426.0
95.0	396.0
96.0	383.0
97.0	331.0
98.0	315.0
99.0	276.0
100.0	255.0
101.0	234.0
102.0	236.0
103.0	176.0
104.0	181.0
105.0	165.0
106.0	172.0
107.0	141.0
108.0	154.0
109.0	142.0
110.0	186.0
111.0	142.0
112.0	132.0
113.0	101.0
114.0	115.0
115.0	90.0
116.0	89.0
117.0	63.0
118.0	55.0
119.0	66.0
120.0	58.0
121.0	43.0
122.0	48.0
123.0	36.0
124.0	45.0
125.0	50.0
126.0	38.0
127.0	26.0
128.0	16.0
129.0	17.0
130.0	21.0
131.0	27.0
132.0	15.0
133.0	12.0
134.0	12.0
135.0	6.0
136.0	10.0
137.0	9.0
138.0	12.0
139.0	19.0
140.0	11.0
141.0	4.0
142.0	3.0
143.0	2.0
145.0	1.0
146.0	1.0
147.0	2.0
150.0	1.0
151.0	1.0
152.0	1.0
153.0	1.0
154.0	1.0
155.0	1.0
157.0	1.0
158.0	5.0
159.0	11.0
160.0	23.0
