#Mapping quality	mapping quality
30.0	1162.0
31.0	1026.0
32.0	1163.0
33.0	1053.0
34.0	776.0
35.0	1329.0
36.0	979.0
37.0	988.0
38.0	502.0
39.0	496.0
40.0	580.0
41.0	916.0
42.0	447.0
43.0	847.0
44.0	612.0
45.0	872.0
46.0	616.0
47.0	841.0
48.0	1134.0
49.0	1349.0
50.0	1421.0
51.0	1674.0
52.0	2033.0
53.0	1397.0
54.0	2523.0
55.0	3150.0
56.0	3965.0
57.0	5690.0
58.0	7037.0
59.0	7258.0
60.0	4188901.0
