#Coverage	Number of genomic locations
0.0	308202.0
1.0	40431.0
2.0	20107.0
3.0	19334.0
4.0	23571.0
5.0	31339.0
6.0	41411.0
7.0	56132.0
8.0	74016.0
9.0	96826.0
10.0	123737.0
11.0	153123.0
12.0	182712.0
13.0	209852.0
14.0	235395.0
15.0	253526.0
16.0	265004.0
17.0	272067.0
18.0	272458.0
19.0	265597.0
20.0	253745.0
21.0	235365.0
22.0	214996.0
23.0	188247.0
24.0	163028.0
25.0	137562.0
26.0	116355.0
27.0	95176.0
28.0	77724.0
29.0	61341.0
30.0	48293.0
31.0	37900.0
32.0	28754.0
33.0	22081.0
34.0	16931.0
35.0	13276.0
36.0	9919.0
37.0	8046.0
38.0	6535.0
39.0	5522.0
40.0	4960.0
41.0	4386.0
42.0	4054.0
43.0	4047.0
44.0	3818.0
45.0	3696.0
46.0	3772.0
47.0	3792.0
48.0	3997.0
49.0	4134.0
50.0	4283.0
51.0	4373.0
52.0	4327.0
53.0	4419.0
54.0	4276.0
55.0	4253.0
56.0	4204.0
57.0	4223.0
58.0	4210.0
59.0	3993.0
60.0	4062.0
61.0	3792.0
62.0	3747.0
63.0	3734.0
64.0	3650.0
65.0	3385.0
66.0	3380.0
67.0	3244.0
68.0	3088.0
69.0	3001.0
70.0	2688.0
71.0	2511.0
72.0	2333.0
73.0	2310.0
74.0	2046.0
75.0	1868.0
76.0	1660.0
77.0	1530.0
78.0	1297.0
79.0	1155.0
80.0	1117.0
81.0	888.0
82.0	794.0
83.0	708.0
84.0	603.0
85.0	501.0
86.0	343.0
87.0	288.0
88.0	241.0
89.0	188.0
90.0	127.0
91.0	108.0
92.0	84.0
93.0	73.0
94.0	53.0
95.0	31.0
96.0	35.0
97.0	32.0
98.0	16.0
99.0	19.0
100.0	15.0
101.0	12.0
102.0	17.0
103.0	16.0
104.0	11.0
105.0	13.0
106.0	17.0
107.0	9.0
108.0	20.0
109.0	19.0
110.0	11.0
111.0	14.0
112.0	11.0
113.0	8.0
114.0	9.0
115.0	7.0
116.0	7.0
117.0	4.0
118.0	5.0
119.0	4.0
120.0	18.0
121.0	18.0
122.0	1.0
123.0	1.0
124.0	2.0
125.0	1.0
126.0	2.0
