#Coverage	Number of genomic locations
0.0	436506.0
1.0	84264.0
2.0	75393.0
3.0	94488.0
4.0	121991.0
5.0	150784.0
6.0	176124.0
7.0	201179.0
8.0	222933.0
9.0	237171.0
10.0	242190.0
11.0	244196.0
12.0	240268.0
13.0	233083.0
14.0	221107.0
15.0	206853.0
16.0	192100.0
17.0	175130.0
18.0	157158.0
19.0	141297.0
20.0	125944.0
21.0	109347.0
22.0	96913.0
23.0	84732.0
24.0	74747.0
25.0	64819.0
26.0	56202.0
27.0	48620.0
28.0	42258.0
29.0	35593.0
30.0	30619.0
31.0	26545.0
32.0	22925.0
33.0	19676.0
34.0	16901.0
35.0	14151.0
36.0	12337.0
37.0	10873.0
38.0	9222.0
39.0	7770.0
40.0	6835.0
41.0	5810.0
42.0	4956.0
43.0	4395.0
44.0	4227.0
45.0	3572.0
46.0	3077.0
47.0	2862.0
48.0	2558.0
49.0	2213.0
50.0	2186.0
51.0	1862.0
52.0	1870.0
53.0	1598.0
54.0	1455.0
55.0	1363.0
56.0	1258.0
57.0	1137.0
58.0	1032.0
59.0	942.0
60.0	773.0
61.0	691.0
62.0	690.0
63.0	595.0
64.0	595.0
65.0	568.0
66.0	544.0
67.0	458.0
68.0	399.0
69.0	448.0
70.0	414.0
71.0	394.0
72.0	334.0
73.0	322.0
74.0	265.0
75.0	263.0
76.0	251.0
77.0	255.0
78.0	202.0
79.0	211.0
80.0	138.0
81.0	142.0
82.0	116.0
83.0	120.0
84.0	97.0
85.0	83.0
86.0	51.0
87.0	60.0
88.0	47.0
89.0	60.0
90.0	45.0
91.0	47.0
92.0	53.0
93.0	35.0
94.0	36.0
95.0	45.0
96.0	29.0
97.0	29.0
98.0	31.0
99.0	26.0
100.0	23.0
101.0	22.0
102.0	32.0
103.0	23.0
104.0	20.0
105.0	17.0
106.0	21.0
107.0	20.0
108.0	12.0
109.0	8.0
110.0	5.0
111.0	3.0
112.0	3.0
113.0	4.0
114.0	2.0
115.0	1.0
116.0	1.0
117.0	2.0
119.0	1.0
121.0	1.0
122.0	2.0
123.0	1.0
124.0	1.0
125.0	1.0
126.0	1.0
127.0	1.0
128.0	1.0
129.0	1.0
130.0	1.0
131.0	1.0
132.0	1.0
133.0	1.0
134.0	1.0
135.0	1.0
136.0	2.0
137.0	38.0
