#Coverage	Number of genomic locations
0.0	176631.0
1.0	6307.0
2.0	6112.0
3.0	4757.0
4.0	5820.0
5.0	4984.0
6.0	5970.0
7.0	5290.0
8.0	6555.0
9.0	4890.0
10.0	6654.0
11.0	5575.0
12.0	7117.0
13.0	5657.0
14.0	7661.0
15.0	7402.0
16.0	10820.0
17.0	10149.0
18.0	16842.0
19.0	29491.0
20.0	4483358.0
21.0	617.0
22.0	226.0
23.0	476.0
24.0	159.0
25.0	267.0
26.0	223.0
27.0	127.0
28.0	264.0
29.0	267.0
30.0	126.0
31.0	197.0
32.0	191.0
33.0	176.0
34.0	110.0
35.0	90.0
36.0	94.0
37.0	90.0
38.0	96.0
39.0	182.0
40.0	7817.0
41.0	18.0
