#Coverage	Number of genomic locations
0.0	242863.0
1.0	960.0
2.0	6428.0
3.0	4586.0
4.0	6233.0
5.0	4910.0
6.0	6738.0
7.0	5104.0
8.0	6783.0
9.0	5269.0
10.0	7266.0
11.0	5476.0
12.0	7968.0
13.0	5474.0
14.0	8275.0
15.0	6429.0
16.0	11098.0
17.0	7951.0
18.0	20881.0
19.0	14429.0
20.0	4438850.0
21.0	3755.0
22.0	494.0
23.0	102.0
24.0	360.0
25.0	128.0
26.0	186.0
27.0	49.0
28.0	215.0
29.0	69.0
30.0	63.0
31.0	27.0
32.0	86.0
33.0	73.0
34.0	117.0
35.0	27.0
36.0	41.0
37.0	18.0
38.0	11.0
39.0	33.0
40.0	27.0
41.0	3.0
