#Coverage	Number of genomic locations
0.0	385312.0
1.0	4364.0
2.0	5428.0
3.0	4629.0
4.0	5557.0
5.0	5050.0
6.0	5589.0
7.0	5297.0
8.0	5837.0
9.0	5104.0
10.0	5930.0
11.0	5663.0
12.0	6330.0
13.0	5884.0
14.0	6385.0
15.0	6954.0
16.0	8628.0
17.0	9666.0
18.0	16105.0
19.0	23656.0
20.0	4295499.0
21.0	690.0
22.0	435.0
23.0	242.0
24.0	453.0
25.0	561.0
26.0	280.0
27.0	226.0
28.0	300.0
29.0	237.0
30.0	370.0
31.0	170.0
32.0	367.0
33.0	159.0
34.0	125.0
35.0	58.0
36.0	143.0
37.0	45.0
38.0	364.0
39.0	49.0
40.0	1192.0
41.0	7.0
42.0	12.0
43.0	7.0
44.0	50.0
45.0	12.0
46.0	6.0
47.0	21.0
48.0	7.0
49.0	5.0
50.0	17.0
51.0	11.0
52.0	7.0
53.0	7.0
54.0	12.0
55.0	13.0
56.0	29.0
57.0	26.0
58.0	12.0
59.0	2.0
60.0	5.0
61.0	7.0
62.0	5.0
63.0	2.0
64.0	8.0
65.0	12.0
66.0	3.0
67.0	10.0
68.0	6.0
69.0	15.0
70.0	7.0
71.0	12.0
72.0	10.0
73.0	7.0
74.0	12.0
75.0	15.0
76.0	7.0
77.0	29.0
78.0	28.0
79.0	5.0
80.0	18.0
81.0	10.0
82.0	4.0
83.0	18.0
84.0	4.0
