#Coverage	Number of genomic locations
0.0	423074.0
1.0	172120.0
2.0	205812.0
3.0	241725.0
4.0	274204.0
5.0	296946.0
6.0	309712.0
7.0	315256.0
8.0	308384.0
9.0	293227.0
10.0	276022.0
11.0	252297.0
12.0	226600.0
13.0	202337.0
14.0	175711.0
15.0	151056.0
16.0	128075.0
17.0	107161.0
18.0	90183.0
19.0	74599.0
20.0	61415.0
21.0	49297.0
22.0	39373.0
23.0	31231.0
24.0	24637.0
25.0	20006.0
26.0	15686.0
27.0	12094.0
28.0	9305.0
29.0	7123.0
30.0	5687.0
31.0	4579.0
32.0	3682.0
33.0	2853.0
34.0	2363.0
35.0	1962.0
36.0	1510.0
37.0	1271.0
38.0	1114.0
39.0	980.0
40.0	839.0
41.0	701.0
42.0	536.0
43.0	540.0
44.0	528.0
45.0	488.0
46.0	431.0
47.0	328.0
48.0	337.0
49.0	281.0
50.0	255.0
51.0	219.0
52.0	184.0
53.0	155.0
54.0	165.0
55.0	144.0
56.0	167.0
57.0	138.0
58.0	127.0
59.0	121.0
60.0	102.0
61.0	127.0
62.0	115.0
63.0	103.0
64.0	93.0
65.0	105.0
66.0	72.0
67.0	96.0
68.0	102.0
69.0	83.0
70.0	74.0
71.0	97.0
72.0	88.0
73.0	89.0
74.0	75.0
75.0	78.0
76.0	69.0
77.0	57.0
78.0	88.0
79.0	70.0
80.0	76.0
81.0	58.0
82.0	69.0
83.0	52.0
84.0	64.0
85.0	53.0
86.0	75.0
87.0	66.0
88.0	42.0
89.0	29.0
90.0	39.0
91.0	32.0
92.0	29.0
93.0	13.0
94.0	16.0
95.0	2.0
96.0	2.0
97.0	1.0
98.0	1.0
