#Coverage	Number of genomic locations
0.0	477378.0
1.0	127511.0
2.0	135462.0
3.0	155627.0
4.0	176410.0
5.0	204429.0
6.0	231287.0
7.0	253659.0
8.0	273035.0
9.0	289527.0
10.0	294128.0
11.0	292265.0
12.0	281135.0
13.0	265691.0
14.0	242304.0
15.0	216464.0
16.0	186342.0
17.0	156163.0
18.0	127863.0
19.0	102532.0
20.0	79542.0
21.0	61349.0
22.0	46851.0
23.0	34212.0
24.0	25026.0
25.0	18301.0
26.0	13514.0
27.0	9754.0
28.0	7456.0
29.0	5792.0
30.0	4651.0
31.0	3854.0
32.0	3166.0
33.0	2863.0
34.0	2529.0
35.0	2402.0
36.0	2184.0
37.0	1828.0
38.0	1624.0
39.0	1495.0
40.0	1353.0
41.0	1185.0
42.0	1085.0
43.0	902.0
44.0	733.0
45.0	703.0
46.0	557.0
47.0	575.0
48.0	419.0
49.0	412.0
50.0	364.0
51.0	274.0
52.0	213.0
53.0	204.0
54.0	148.0
55.0	172.0
56.0	135.0
57.0	135.0
58.0	128.0
59.0	102.0
60.0	118.0
61.0	137.0
62.0	102.0
63.0	112.0
64.0	106.0
65.0	127.0
66.0	73.0
67.0	84.0
68.0	55.0
69.0	65.0
70.0	57.0
71.0	52.0
72.0	67.0
73.0	50.0
74.0	87.0
75.0	81.0
76.0	57.0
77.0	66.0
78.0	70.0
79.0	93.0
80.0	78.0
81.0	83.0
82.0	86.0
83.0	60.0
84.0	48.0
85.0	35.0
86.0	34.0
87.0	33.0
88.0	28.0
89.0	18.0
90.0	29.0
91.0	20.0
92.0	16.0
93.0	16.0
94.0	13.0
95.0	25.0
96.0	15.0
97.0	11.0
98.0	17.0
99.0	20.0
100.0	15.0
101.0	16.0
102.0	13.0
103.0	15.0
104.0	14.0
105.0	7.0
106.0	5.0
107.0	9.0
108.0	5.0
109.0	5.0
110.0	3.0
