#Coverage	Number of genomic locations
0.0	494719.0
1.0	1433.0
2.0	6913.0
3.0	4951.0
4.0	7360.0
5.0	5415.0
6.0	7583.0
7.0	5366.0
8.0	8159.0
9.0	5282.0
10.0	7955.0
11.0	5212.0
12.0	8289.0
13.0	5554.0
14.0	8775.0
15.0	5956.0
16.0	9722.0
17.0	8006.0
18.0	18419.0
19.0	15098.0
20.0	4183513.0
21.0	3737.0
22.0	290.0
23.0	384.0
24.0	125.0
25.0	121.0
26.0	407.0
27.0	55.0
28.0	81.0
29.0	75.0
30.0	103.0
31.0	63.0
32.0	207.0
33.0	113.0
34.0	47.0
35.0	37.0
36.0	35.0
37.0	54.0
38.0	54.0
39.0	36.0
40.0	132.0
41.0	19.0
