#Coverage	Number of genomic locations
0.0	265663.0
1.0	1062.0
2.0	6259.0
3.0	5014.0
4.0	6827.0
5.0	5519.0
6.0	6703.0
7.0	5289.0
8.0	7402.0
9.0	5354.0
10.0	7745.0
11.0	5690.0
12.0	7749.0
13.0	6018.0
14.0	8403.0
15.0	6502.0
16.0	10649.0
17.0	9446.0
18.0	21559.0
19.0	16679.0
20.0	4408009.0
21.0	3925.0
22.0	584.0
23.0	316.0
24.0	141.0
25.0	98.0
26.0	246.0
27.0	119.0
28.0	121.0
29.0	167.0
30.0	75.0
31.0	51.0
32.0	111.0
33.0	83.0
34.0	41.0
35.0	29.0
36.0	5.0
37.0	6.0
38.0	10.0
39.0	1.0
40.0	4.0
41.0	6.0
42.0	6.0
43.0	18.0
44.0	8.0
45.0	18.0
46.0	20.0
47.0	29.0
48.0	13.0
49.0	5.0
50.0	29.0
51.0	10.0
52.0	6.0
53.0	13.0
