#Coverage	Number of genomic locations
0.0	269709.0
1.0	20507.0
2.0	17138.0
3.0	15967.0
4.0	15249.0
5.0	14370.0
6.0	14839.0
7.0	14169.0
8.0	14974.0
9.0	14976.0
10.0	15430.0
11.0	16237.0
12.0	16679.0
13.0	16661.0
14.0	17416.0
15.0	17878.0
16.0	18784.0
17.0	19324.0
18.0	20016.0
19.0	20571.0
20.0	21588.0
21.0	22631.0
22.0	22592.0
23.0	23861.0
24.0	24636.0
25.0	25387.0
26.0	26614.0
27.0	28238.0
28.0	29312.0
29.0	30307.0
30.0	31068.0
31.0	32360.0
32.0	33791.0
33.0	34866.0
34.0	36547.0
35.0	37636.0
36.0	39981.0
37.0	41202.0
38.0	42733.0
39.0	44175.0
40.0	45382.0
41.0	47260.0
42.0	48593.0
43.0	50573.0
44.0	51630.0
45.0	53877.0
46.0	55469.0
47.0	57610.0
48.0	59967.0
49.0	60885.0
50.0	61748.0
51.0	63131.0
52.0	65247.0
53.0	66604.0
54.0	67832.0
55.0	68798.0
56.0	69750.0
57.0	71276.0
58.0	71587.0
59.0	73066.0
60.0	74528.0
61.0	75065.0
62.0	75631.0
63.0	75792.0
64.0	76975.0
65.0	77098.0
66.0	77065.0
67.0	76532.0
68.0	76595.0
69.0	76078.0
70.0	75152.0
71.0	74108.0
72.0	73511.0
73.0	71740.0
74.0	70308.0
75.0	69662.0
76.0	68306.0
77.0	65860.0
78.0	64522.0
79.0	62912.0
80.0	60286.0
81.0	58649.0
82.0	56796.0
83.0	54432.0
84.0	52053.0
85.0	49631.0
86.0	47016.0
87.0	43861.0
88.0	41922.0
89.0	39772.0
90.0	37787.0
91.0	36091.0
92.0	33441.0
93.0	30683.0
94.0	28517.0
95.0	26294.0
96.0	23732.0
97.0	22412.0
98.0	20755.0
99.0	18396.0
100.0	17160.0
101.0	15235.0
102.0	13695.0
103.0	12164.0
104.0	11121.0
105.0	9669.0
106.0	8811.0
107.0	7911.0
108.0	7153.0
109.0	6237.0
110.0	5748.0
111.0	4980.0
112.0	4330.0
113.0	3912.0
114.0	3435.0
115.0	3046.0
116.0	2773.0
117.0	2462.0
118.0	2157.0
119.0	1875.0
120.0	1757.0
121.0	1632.0
122.0	1325.0
123.0	1282.0
124.0	1145.0
125.0	1023.0
126.0	922.0
127.0	812.0
128.0	758.0
129.0	676.0
130.0	621.0
131.0	557.0
132.0	518.0
133.0	432.0
134.0	421.0
135.0	320.0
136.0	276.0
137.0	214.0
138.0	162.0
139.0	130.0
140.0	111.0
141.0	81.0
142.0	46.0
143.0	40.0
144.0	21.0
145.0	9.0
146.0	13.0
147.0	4.0
148.0	3.0
