#Mapping quality	mapping quality
30.0	176.0
31.0	67.0
32.0	298.0
33.0	31.0
34.0	432.0
35.0	510.0
36.0	504.0
37.0	181.0
38.0	91.0
39.0	368.0
40.0	380.0
41.0	164.0
42.0	205.0
43.0	202.0
44.0	305.0
45.0	215.0
46.0	217.0
47.0	353.0
48.0	418.0
49.0	309.0
50.0	379.0
51.0	234.0
52.0	209.0
53.0	473.0
54.0	288.0
55.0	620.0
56.0	1074.0
57.0	1108.0
58.0	1754.0
59.0	1607.0
60.0	4388190.0
