#Coverage	Number of genomic locations
0.0	229487.0
1.0	1907.0
2.0	7392.0
3.0	4573.0
4.0	7572.0
5.0	4768.0
6.0	7356.0
7.0	5109.0
8.0	7697.0
9.0	4943.0
10.0	8337.0
11.0	5550.0
12.0	9622.0
13.0	6567.0
14.0	10263.0
15.0	8003.0
16.0	12808.0
17.0	10254.0
18.0	24763.0
19.0	23568.0
20.0	4424179.0
21.0	3134.0
22.0	274.0
23.0	384.0
24.0	67.0
25.0	257.0
26.0	81.0
27.0	195.0
28.0	221.0
29.0	81.0
30.0	78.0
31.0	34.0
32.0	49.0
33.0	20.0
34.0	19.0
35.0	6.0
36.0	12.0
37.0	17.0
38.0	22.0
39.0	2.0
40.0	7.0
41.0	14.0
42.0	18.0
43.0	20.0
44.0	15.0
45.0	18.0
46.0	14.0
47.0	33.0
48.0	21.0
49.0	24.0
