#Coverage	Number of genomic locations
0.0	238627.0
1.0	4017.0
2.0	5760.0
3.0	3939.0
4.0	5992.0
5.0	4576.0
6.0	6344.0
7.0	4659.0
8.0	6755.0
9.0	4242.0
10.0	6816.0
11.0	4808.0
12.0	6764.0
13.0	5240.0
14.0	7006.0
15.0	5331.0
16.0	8380.0
17.0	6629.0
18.0	11150.0
19.0	11863.0
20.0	4467555.0
21.0	175.0
22.0	180.0
23.0	201.0
24.0	183.0
25.0	235.0
26.0	204.0
27.0	127.0
28.0	123.0
29.0	210.0
30.0	122.0
31.0	86.0
32.0	154.0
33.0	126.0
34.0	86.0
35.0	59.0
36.0	66.0
37.0	55.0
38.0	315.0
39.0	65.0
40.0	592.0
41.0	38.0
