#Coverage	Number of genomic locations
0.0	355106.0
1.0	2032.0
2.0	8576.0
3.0	4551.0
4.0	8723.0
5.0	4491.0
6.0	8666.0
7.0	4864.0
8.0	8748.0
9.0	5002.0
10.0	9611.0
11.0	5212.0
12.0	9543.0
13.0	5609.0
14.0	11549.0
15.0	6808.0
16.0	13784.0
17.0	9880.0
18.0	30140.0
19.0	24935.0
20.0	4288080.0
21.0	2072.0
22.0	622.0
23.0	124.0
24.0	166.0
25.0	43.0
26.0	41.0
27.0	39.0
28.0	29.0
29.0	138.0
30.0	46.0
31.0	130.0
32.0	40.0
33.0	16.0
34.0	47.0
35.0	24.0
36.0	50.0
37.0	18.0
38.0	3.0
39.0	10.0
40.0	14.0
41.0	12.0
42.0	11.0
43.0	11.0
44.0	12.0
45.0	14.0
46.0	10.0
47.0	3.0
48.0	9.0
49.0	18.0
50.0	6.0
51.0	3.0
52.0	2.0
53.0	32.0
54.0	30.0
55.0	19.0
56.0	14.0
57.0	17.0
58.0	34.0
59.0	10.0
60.0	6.0
