#Coverage	Number of genomic locations
0.0	244799.0
1.0	4567.0
2.0	7133.0
3.0	5529.0
4.0	6625.0
5.0	5795.0
6.0	6814.0
7.0	6139.0
8.0	6878.0
9.0	6192.0
10.0	6853.0
11.0	6651.0
12.0	7430.0
13.0	6608.0
14.0	8096.0
15.0	9338.0
16.0	10158.0
17.0	12288.0
18.0	23554.0
19.0	30885.0
20.0	4402356.0
21.0	684.0
22.0	239.0
23.0	246.0
24.0	409.0
25.0	321.0
26.0	231.0
27.0	162.0
28.0	206.0
29.0	256.0
30.0	174.0
31.0	126.0
32.0	164.0
33.0	183.0
34.0	107.0
35.0	103.0
36.0	315.0
37.0	57.0
38.0	88.0
39.0	115.0
40.0	875.0
41.0	20.0
42.0	30.0
43.0	20.0
44.0	30.0
45.0	6.0
