#Coverage	Number of genomic locations
0.0	369048.0
1.0	1641.0
2.0	8760.0
3.0	6200.0
4.0	9089.0
5.0	6536.0
6.0	9181.0
7.0	6803.0
8.0	8925.0
9.0	6555.0
10.0	9193.0
11.0	6825.0
12.0	9785.0
13.0	7147.0
14.0	10879.0
15.0	8137.0
16.0	13756.0
17.0	11714.0
18.0	31927.0
19.0	26753.0
20.0	4256256.0
21.0	4403.0
22.0	120.0
24.0	222.0
