#Mapping quality	mapping quality
30.0	19.0
32.0	121.0
33.0	39.0
34.0	87.0
35.0	533.0
36.0	852.0
37.0	354.0
38.0	162.0
39.0	341.0
40.0	400.0
41.0	528.0
42.0	441.0
43.0	311.0
44.0	539.0
45.0	454.0
46.0	503.0
47.0	392.0
48.0	703.0
49.0	938.0
50.0	778.0
51.0	1183.0
52.0	1035.0
53.0	687.0
54.0	1207.0
55.0	1076.0
56.0	1517.0
57.0	2252.0
58.0	2895.0
59.0	2123.0
60.0	4438337.0
