#Coverage	Number of genomic locations
0.0	355588.0
1.0	45027.0
2.0	47907.0
3.0	54263.0
4.0	64346.0
5.0	73419.0
6.0	82947.0
7.0	93900.0
8.0	102296.0
9.0	111447.0
10.0	119017.0
11.0	126536.0
12.0	131639.0
13.0	137419.0
14.0	141818.0
15.0	145705.0
16.0	146639.0
17.0	147005.0
18.0	147198.0
19.0	145172.0
20.0	141822.0
21.0	139248.0
22.0	136955.0
23.0	132914.0
24.0	128301.0
25.0	122575.0
26.0	117926.0
27.0	112491.0
28.0	106237.0
29.0	98944.0
30.0	92834.0
31.0	87457.0
32.0	81387.0
33.0	77565.0
34.0	71698.0
35.0	66813.0
36.0	61885.0
37.0	57330.0
38.0	52687.0
39.0	48859.0
40.0	44615.0
41.0	41123.0
42.0	37228.0
43.0	33952.0
44.0	30620.0
45.0	27284.0
46.0	24626.0
47.0	22091.0
48.0	19962.0
49.0	17936.0
50.0	16487.0
51.0	14527.0
52.0	13258.0
53.0	12114.0
54.0	10557.0
55.0	9243.0
56.0	8420.0
57.0	7574.0
58.0	6784.0
59.0	6157.0
60.0	5484.0
61.0	4868.0
62.0	4433.0
63.0	4065.0
64.0	3577.0
65.0	3409.0
66.0	3011.0
67.0	2719.0
68.0	2482.0
69.0	2254.0
70.0	2044.0
71.0	1861.0
72.0	1775.0
73.0	1566.0
74.0	1517.0
75.0	1348.0
76.0	1310.0
77.0	1291.0
78.0	1201.0
79.0	1104.0
80.0	1080.0
81.0	996.0
82.0	952.0
83.0	842.0
84.0	833.0
85.0	805.0
86.0	787.0
87.0	783.0
88.0	724.0
89.0	662.0
90.0	709.0
91.0	696.0
92.0	600.0
93.0	650.0
94.0	620.0
95.0	626.0
96.0	548.0
97.0	522.0
98.0	496.0
99.0	414.0
100.0	381.0
101.0	362.0
102.0	280.0
103.0	281.0
104.0	255.0
105.0	268.0
106.0	219.0
107.0	169.0
108.0	177.0
109.0	163.0
110.0	132.0
111.0	143.0
112.0	122.0
113.0	116.0
114.0	98.0
115.0	126.0
116.0	106.0
117.0	77.0
118.0	74.0
119.0	80.0
120.0	83.0
121.0	81.0
122.0	60.0
123.0	60.0
124.0	82.0
125.0	52.0
126.0	54.0
127.0	43.0
128.0	28.0
129.0	21.0
130.0	23.0
131.0	29.0
132.0	25.0
133.0	23.0
134.0	25.0
135.0	32.0
136.0	15.0
137.0	8.0
138.0	6.0
139.0	3.0
140.0	9.0
141.0	2.0
142.0	7.0
143.0	12.0
144.0	4.0
145.0	1.0
