#Coverage	Number of genomic locations
0.0	344375.0
1.0	40334.0
2.0	26491.0
3.0	28593.0
4.0	37888.0
5.0	48266.0
6.0	60888.0
7.0	77225.0
8.0	97433.0
9.0	117556.0
10.0	136328.0
11.0	155753.0
12.0	175256.0
13.0	191146.0
14.0	202057.0
15.0	211674.0
16.0	217859.0
17.0	219565.0
18.0	216178.0
19.0	210556.0
20.0	204645.0
21.0	192994.0
22.0	180075.0
23.0	165810.0
24.0	152360.0
25.0	137803.0
26.0	123189.0
27.0	109352.0
28.0	96119.0
29.0	84759.0
30.0	73147.0
31.0	63429.0
32.0	54843.0
33.0	46356.0
34.0	39212.0
35.0	33331.0
36.0	28524.0
37.0	24517.0
38.0	20602.0
39.0	17278.0
40.0	15029.0
41.0	13219.0
42.0	11503.0
43.0	9874.0
44.0	8833.0
45.0	7763.0
46.0	7218.0
47.0	6684.0
48.0	6141.0
49.0	5888.0
50.0	5350.0
51.0	5162.0
52.0	4880.0
53.0	4775.0
54.0	4452.0
55.0	4197.0
56.0	4030.0
57.0	3794.0
58.0	3511.0
59.0	3417.0
60.0	3130.0
61.0	2865.0
62.0	2542.0
63.0	2330.0
64.0	2107.0
65.0	2073.0
66.0	1697.0
67.0	1624.0
68.0	1427.0
69.0	1288.0
70.0	1118.0
71.0	1124.0
72.0	927.0
73.0	794.0
74.0	763.0
75.0	690.0
76.0	531.0
77.0	484.0
78.0	383.0
79.0	336.0
80.0	302.0
81.0	284.0
82.0	227.0
83.0	158.0
84.0	163.0
85.0	165.0
86.0	147.0
87.0	122.0
88.0	96.0
89.0	93.0
90.0	71.0
91.0	68.0
92.0	38.0
93.0	40.0
94.0	35.0
95.0	28.0
96.0	32.0
97.0	19.0
98.0	8.0
99.0	3.0
100.0	2.0
101.0	6.0
102.0	5.0
103.0	2.0
104.0	8.0
105.0	3.0
106.0	3.0
107.0	2.0
108.0	1.0
109.0	4.0
110.0	1.0
