#Mapping quality	mapping quality
30.0	174.0
31.0	66.0
33.0	244.0
34.0	40.0
35.0	201.0
36.0	617.0
37.0	185.0
38.0	117.0
39.0	148.0
40.0	181.0
41.0	125.0
42.0	221.0
43.0	51.0
44.0	163.0
45.0	90.0
46.0	149.0
47.0	94.0
48.0	127.0
49.0	311.0
50.0	127.0
51.0	140.0
52.0	148.0
53.0	423.0
54.0	175.0
55.0	247.0
56.0	253.0
57.0	326.0
58.0	335.0
59.0	290.0
60.0	4302560.0
