#Coverage	Number of genomic locations
0.0	385023.0
1.0	5021.0
2.0	5005.0
3.0	4855.0
4.0	5142.0
5.0	5368.0
6.0	5214.0
7.0	5623.0
8.0	5542.0
9.0	5288.0
10.0	5674.0
11.0	6001.0
12.0	6326.0
13.0	6136.0
14.0	6823.0
15.0	7588.0
16.0	8240.0
17.0	10006.0
18.0	16226.0
19.0	22206.0
20.0	4297873.0
21.0	714.0
22.0	305.0
23.0	240.0
24.0	261.0
25.0	161.0
26.0	296.0
27.0	187.0
28.0	238.0
29.0	213.0
30.0	372.0
31.0	131.0
32.0	188.0
33.0	112.0
34.0	126.0
35.0	24.0
36.0	101.0
37.0	25.0
38.0	100.0
39.0	24.0
40.0	857.0
