#Coverage	Number of genomic locations
0.0	385214.0
1.0	4644.0
2.0	5426.0
3.0	4781.0
4.0	5443.0
5.0	5062.0
6.0	5525.0
7.0	5238.0
8.0	5897.0
9.0	5140.0
10.0	6193.0
11.0	5850.0
12.0	6298.0
13.0	6577.0
14.0	6991.0
15.0	6761.0
16.0	9727.0
17.0	9307.0
18.0	15551.0
19.0	22134.0
20.0	4294925.0
21.0	792.0
22.0	480.0
23.0	329.0
24.0	376.0
25.0	591.0
26.0	298.0
27.0	215.0
28.0	377.0
29.0	222.0
30.0	239.0
31.0	142.0
32.0	324.0
33.0	179.0
34.0	234.0
35.0	51.0
36.0	126.0
37.0	65.0
38.0	364.0
39.0	48.0
40.0	1193.0
41.0	11.0
42.0	17.0
43.0	57.0
44.0	1.0
45.0	14.0
46.0	10.0
47.0	7.0
48.0	12.0
49.0	12.0
50.0	5.0
51.0	12.0
52.0	10.0
53.0	7.0
54.0	3.0
55.0	12.0
56.0	5.0
57.0	15.0
58.0	23.0
59.0	27.0
60.0	11.0
61.0	5.0
62.0	5.0
63.0	10.0
64.0	8.0
65.0	2.0
66.0	10.0
67.0	6.0
68.0	16.0
69.0	2.0
70.0	14.0
71.0	2.0
72.0	15.0
73.0	8.0
74.0	2.0
75.0	12.0
76.0	10.0
77.0	17.0
78.0	5.0
79.0	26.0
80.0	21.0
81.0	3.0
82.0	9.0
83.0	21.0
84.0	4.0
85.0	12.0
86.0	10.0
