#Coverage	Number of genomic locations
0.0	298329.0
1.0	109.0
2.0	13313.0
3.0	12579.0
4.0	14169.0
5.0	13608.0
6.0	15305.0
7.0	14731.0
8.0	15182.0
9.0	13916.0
10.0	14916.0
11.0	13906.0
12.0	14948.0
13.0	13976.0
14.0	15027.0
15.0	14191.0
16.0	15728.0
17.0	14232.0
18.0	16942.0
19.0	15766.0
20.0	4255243.0
21.0	13721.0
22.0	15.0
23.0	3.0
