#Coverage	Number of genomic locations
0.0	275736.0
1.0	26314.0
2.0	26714.0
3.0	32320.0
4.0	37608.0
5.0	43911.0
6.0	51604.0
7.0	60482.0
8.0	70331.0
9.0	79187.0
10.0	89456.0
11.0	98999.0
12.0	109824.0
13.0	119761.0
14.0	127332.0
15.0	137121.0
16.0	144189.0
17.0	150536.0
18.0	155515.0
19.0	160053.0
20.0	162944.0
21.0	165606.0
22.0	164275.0
23.0	162752.0
24.0	159785.0
25.0	156121.0
26.0	151686.0
27.0	146661.0
28.0	140520.0
29.0	133238.0
30.0	126194.0
31.0	118065.0
32.0	109035.0
33.0	100374.0
34.0	92939.0
35.0	85205.0
36.0	77170.0
37.0	70048.0
38.0	63125.0
39.0	56106.0
40.0	50154.0
41.0	44254.0
42.0	38975.0
43.0	33971.0
44.0	29860.0
45.0	26125.0
46.0	22651.0
47.0	19670.0
48.0	16921.0
49.0	14335.0
50.0	12192.0
51.0	10306.0
52.0	8771.0
53.0	7629.0
54.0	6423.0
55.0	5742.0
56.0	4888.0
57.0	4180.0
58.0	3750.0
59.0	3202.0
60.0	2928.0
61.0	2535.0
62.0	2192.0
63.0	1822.0
64.0	1656.0
65.0	1501.0
66.0	1272.0
67.0	1060.0
68.0	1003.0
69.0	913.0
70.0	929.0
71.0	866.0
72.0	770.0
73.0	649.0
74.0	576.0
75.0	543.0
76.0	477.0
77.0	440.0
78.0	381.0
79.0	365.0
80.0	284.0
81.0	272.0
82.0	274.0
83.0	205.0
84.0	209.0
85.0	198.0
86.0	151.0
87.0	110.0
88.0	123.0
89.0	97.0
90.0	90.0
91.0	111.0
92.0	89.0
93.0	89.0
94.0	77.0
95.0	93.0
96.0	116.0
97.0	95.0
98.0	121.0
99.0	108.0
100.0	101.0
101.0	82.0
102.0	79.0
103.0	78.0
104.0	103.0
105.0	80.0
106.0	92.0
107.0	87.0
108.0	87.0
109.0	62.0
110.0	66.0
111.0	60.0
112.0	36.0
113.0	37.0
114.0	37.0
115.0	35.0
116.0	14.0
117.0	15.0
118.0	13.0
119.0	20.0
120.0	13.0
121.0	5.0
122.0	11.0
123.0	2.0
124.0	2.0
125.0	4.0
126.0	3.0
