#Coverage	Number of genomic locations
0.0	345977.0
1.0	1580.0
2.0	7693.0
3.0	5301.0
4.0	8036.0
5.0	5420.0
6.0	8245.0
7.0	5650.0
8.0	7798.0
9.0	5423.0
10.0	8188.0
11.0	5563.0
12.0	8829.0
13.0	6435.0
14.0	10182.0
15.0	6482.0
16.0	12783.0
17.0	10853.0
18.0	30437.0
19.0	25966.0
20.0	4297854.0
21.0	3460.0
22.0	234.0
23.0	91.0
24.0	242.0
25.0	188.0
26.0	149.0
27.0	162.0
28.0	84.0
29.0	14.0
30.0	35.0
31.0	2.0
32.0	31.0
33.0	7.0
34.0	35.0
35.0	2.0
36.0	31.0
37.0	7.0
38.0	43.0
39.0	7.0
40.0	330.0
41.0	6.0
