#Mapping quality	mapping quality
30.0	361.0
31.0	62.0
32.0	377.0
33.0	90.0
34.0	848.0
35.0	571.0
36.0	968.0
37.0	259.0
38.0	440.0
39.0	425.0
40.0	737.0
41.0	450.0
42.0	584.0
43.0	654.0
44.0	1090.0
45.0	808.0
46.0	986.0
47.0	1112.0
48.0	1674.0
49.0	1562.0
50.0	2127.0
51.0	1960.0
52.0	2114.0
53.0	1757.0
54.0	3217.0
55.0	3274.0
56.0	5925.0
57.0	8776.0
58.0	11701.0
59.0	9565.0
60.0	4391653.0
