#Read position (bp)	Clipping profile
0.0	3.8037486218302092
1.0	3.8037486218302092
2.0	2.9768467475192946
3.0	2.2601984564498347
4.0	1.8191841234840134
5.0	1.4884233737596473
6.0	1.0474090407938257
7.0	0.9371554575523704
8.0	0.8820286659316428
9.0	0.7166482910694598
10.0	0.4410143329658214
11.0	0.4410143329658214
12.0	0.4410143329658214
13.0	0.4410143329658214
14.0	0.4410143329658214
15.0	0.4410143329658214
16.0	0.4410143329658214
17.0	0.4410143329658214
18.0	0.4410143329658214
19.0	0.4410143329658214
20.0	0.4410143329658214
21.0	0.3858875413450937
22.0	0.3858875413450937
23.0	0.33076074972436603
24.0	0.33076074972436603
25.0	0.33076074972436603
26.0	0.33076074972436603
27.0	0.33076074972436603
28.0	0.33076074972436603
29.0	0.33076074972436603
30.0	0.33076074972436603
31.0	0.33076074972436603
32.0	0.33076074972436603
33.0	0.33076074972436603
34.0	0.33076074972436603
35.0	0.33076074972436603
36.0	0.33076074972436603
37.0	0.33076074972436603
38.0	0.33076074972436603
39.0	0.33076074972436603
40.0	0.33076074972436603
41.0	0.33076074972436603
42.0	0.33076074972436603
43.0	0.33076074972436603
44.0	0.33076074972436603
45.0	0.33076074972436603
46.0	0.27563395810363833
47.0	0.27563395810363833
48.0	0.2205071664829107
49.0	0.2205071664829107
50.0	0.2205071664829107
51.0	0.2205071664829107
52.0	0.2205071664829107
53.0	0.2205071664829107
54.0	0.2205071664829107
55.0	0.2205071664829107
56.0	0.2205071664829107
57.0	0.2205071664829107
58.0	0.2205071664829107
59.0	0.2205071664829107
60.0	0.2205071664829107
61.0	0.2205071664829107
62.0	0.2205071664829107
63.0	0.2205071664829107
64.0	0.2205071664829107
65.0	0.2205071664829107
66.0	0.2205071664829107
67.0	0.2205071664829107
68.0	0.2205071664829107
69.0	0.2205071664829107
70.0	0.2205071664829107
71.0	0.16538037486218302
72.0	0.16538037486218302
73.0	0.11025358324145534
74.0	0.11025358324145534
75.0	0.11025358324145534
76.0	0.11025358324145534
77.0	0.11025358324145534
78.0	0.11025358324145534
79.0	0.11025358324145534
80.0	0.11025358324145534
81.0	0.11025358324145534
82.0	0.11025358324145534
83.0	0.11025358324145534
84.0	0.11025358324145534
85.0	0.11025358324145534
86.0	0.11025358324145534
87.0	0.11025358324145534
88.0	0.11025358324145534
89.0	0.11025358324145534
90.0	0.11025358324145534
91.0	0.11025358324145534
92.0	0.11025358324145534
93.0	0.11025358324145534
94.0	0.11025358324145534
95.0	0.11025358324145534
96.0	0.05512679162072767
97.0	0.05512679162072767
98.0	0.0
99.0	0.0
100.0	0.0
101.0	0.0
102.0	0.0
103.0	0.0
104.0	0.0
105.0	0.0
106.0	0.0
107.0	0.0
108.0	0.0
109.0	0.0
110.0	0.0
111.0	0.0
112.0	0.0
113.0	0.0
114.0	0.0
115.0	0.0
116.0	0.0
117.0	0.0
118.0	0.0
119.0	0.0
120.0	0.0
121.0	0.05512679162072767
122.0	0.05512679162072767
123.0	0.11025358324145534
124.0	0.11025358324145534
125.0	0.11025358324145534
126.0	0.11025358324145534
127.0	0.11025358324145534
128.0	0.11025358324145534
129.0	0.11025358324145534
130.0	0.11025358324145534
131.0	0.11025358324145534
132.0	0.11025358324145534
133.0	0.11025358324145534
134.0	0.11025358324145534
135.0	0.11025358324145534
136.0	0.11025358324145534
137.0	0.11025358324145534
138.0	0.11025358324145534
139.0	0.11025358324145534
140.0	0.11025358324145534
141.0	0.11025358324145534
142.0	0.11025358324145534
143.0	0.11025358324145534
144.0	0.11025358324145534
145.0	0.11025358324145534
146.0	0.16538037486218302
147.0	0.16538037486218302
148.0	0.2205071664829107
149.0	0.2205071664829107
150.0	0.2205071664829107
151.0	0.2205071664829107
152.0	0.2205071664829107
153.0	0.2205071664829107
154.0	0.2205071664829107
155.0	0.2205071664829107
156.0	0.2205071664829107
157.0	0.2205071664829107
158.0	0.2205071664829107
159.0	0.2205071664829107
160.0	0.2205071664829107
161.0	0.2205071664829107
162.0	0.2205071664829107
163.0	0.2205071664829107
164.0	0.2205071664829107
165.0	0.2205071664829107
166.0	0.2205071664829107
167.0	0.2205071664829107
168.0	0.2205071664829107
169.0	0.2205071664829107
170.0	0.2205071664829107
171.0	0.27563395810363833
172.0	0.27563395810363833
173.0	0.33076074972436603
174.0	0.33076074972436603
175.0	0.33076074972436603
176.0	0.33076074972436603
177.0	0.33076074972436603
178.0	0.33076074972436603
179.0	0.33076074972436603
180.0	0.33076074972436603
181.0	0.33076074972436603
182.0	0.33076074972436603
183.0	0.33076074972436603
184.0	0.33076074972436603
185.0	0.33076074972436603
186.0	0.33076074972436603
187.0	0.33076074972436603
188.0	0.33076074972436603
189.0	0.33076074972436603
190.0	0.33076074972436603
191.0	0.33076074972436603
192.0	0.33076074972436603
193.0	0.33076074972436603
194.0	0.33076074972436603
195.0	0.33076074972436603
196.0	0.3858875413450937
197.0	0.3858875413450937
198.0	0.4410143329658214
199.0	0.4410143329658214
